時間,コメント,予測値
7735.797,ふぁいてぃーん！,0
7736.197,がんばれー！,0
7736.555,ふぁいてぃん〜,0
7736.793,背負えじゃす,0
7739.37,頑張れ〜,0
7739.518,ふぁいと！,0
7741.789,ふぁいてぃん！,0
7742.709,ふぁいてぃーん,0
7742.775,がんばえーーーー,0
7743.102,がんばれ〜！,0
7744.28,あいすー,0
7745.835,相手の構成次第だね,0
7749.52,はじめまして,0
7751.123,ふぁいてぃーん,0
7751.196,ファイト〜,0
7755.884,がんばれ～！,0
7756.279,がんばれー！,0
7757.475,草,1
7757.558,草,1
7757.952,仲良し多いしね,0
7758.25,にじさんじメタね,0
7758.456,たしかに,0
7759.858,自意識過剰草,1
7760.381,ww,1
7761.082,草,1
7761.651,イブちゃんいるしね,0
7762.712,ｗｗ,1
7763.059,草,1
7765.098,草,1
7765.331,友達多いしな,0
7765.563,友達多いしなｗ,1
7766.173,身内がいるからなぁｗｗ,0
7766.937,はず,0
7767.269,関さんw,1
7767.311,イブラヒムにはバレてるな,0
7767.463,相手知ってるからなあ,0
7767.54,草,1
7767.544,草,1
7767.542,ふぁい,0
7767.567,勝つぞー！,0
7767.642,ｗ,1
7767.731,あ～にじさんじにはってことか,0
7767.809,草,1
7768.039,がんばれ〜,0
7768.115,しまくってるからねw,1
7768.913,草,1
7769.115,草,1
7769.329,言ってそう,0
7769.775,葛葉いるからCってww,1
7770.206,草,1
7770.535,顔見知り過ぎるか,0
7770.853,尖ってるw,1
7770.9,w,1
7771.053,自意識過剰いわれたw,1
7771.485,草,1
7771.702,ラヒムとロレいるもんな,0
7772.566,草,1
7773.215,イブロレは言うなw,1
7774.438,草,1
7775.439,草,1
7775.958,チクリ魔がよお,0
7776.053,まっさかぁｗ,1
7776.856,草,1
7776.912,かせんも言ってそうw,1
7779.104,たしかにw,1
7779.398,友達ばっかのチームだしなｗ,1
7779.885,草,1
7780.042,がんばれ！,0
7780.395,草,1
7780.462,w,1
7781.707,草,1
7781.771,草,1
7782.223,何も聞いてなくて草,1
7782.729,草,1
7783.035,おー,0
7784.242,ほなＣ行くか～,0
7784.592,草,1
7784.734,聞いてないｗ,1
7786.269,チェンバーだ,1
7786.333,ほお,0
7788.97,イブは葛葉特攻持ちだしな,0
7791.563,草,1
7791.668,草,1
7791.737,ここチェンバーまじ？,0
7792.542,草,1
7792.78,あ,0
7792.82,草,1
7792.828,草,1
7793.119,草,1
7793.172,ロレか,0
7794.024,草,1
7794.242,C5スタック,0
7794.703,騙されてるか,0
7795.339,エコの時Cスタックして来たらおもろい,0
7795.43,草,1
7795.573,いや草,1
7795.6,ww,1
7795.64,草,1
7796.162,草,1
7796.452,ちくちくww,1
7796.553,ロレチェンバー？！,0
7796.62,ロレチェンバー？！,0
7796.821,草,1
7796.857,ちくちくw,1
7798.252,誰かチキン余ってないか,0
7798.469,草,1
7798.533,いうねー,0
7799.54,ローレンのチェンバー怖すぎんか？,0
7801.474,がんばれ,0
7801.831,言葉が強い,0
7802.117,草,1
7802.188,可愛い顔してチクチクえぐいなめいきゅん,0
7802.637,頑張れー！！,0
7803.07,がんばれ〜,0
7803.184,がんばれ〜！,0
7803.735,ロレチェンか,0
7803.949,草,1
7804.031,チクッ,0
7804.778,こるちおもろいなw,1
7805.998,ろれチェンはこわい,0
7806.721,ロレ、チェンバー！？,0
7806.783,ロレチェンか,0
7808.409,チクチクチクチク,0
7808.63,コーチのチクチクで笑う,1
7809.595,おいすおいす,0
7810.667,hii!!,0
7811.197,ふぁいてぃん〜〜！！！,0
7813.281,ヘイブンはジョイだよなぁ,0
7813.395,言葉つよｗｗ,0
7813.542,ローレンチェンバーは強いど,0
7813.657,ローレンなのが怖い,0
7814.266,れっちご～！,0
7814.59,がんばれ！,0
7815.739,頑張って！,0
7815.784,頑張れ～！！！,0
7816.548,言うねぇめいくんw,1
7817.782,ワクワクは無しですか,0
7818.288,心臓をささげよ,0
7818.46,ふぁいてぃん,0
7819.307,がんばれ,0
7819.398,ファイトー！,0
7820.827,ふぁいてぃん,0
7820.825,ロレチェンバーは話変わるか,0
7822.01,がんばれ！,0
7823.063,がんばれー,0
7825.409,ふぁいてぃんー,0
7825.713,ふぁいてぃん！,0
7825.719,高めに寝,0
7826.771,がんばれ,0
7827.336,ふぁいてぃ〜,0
7828.25,ふぁいてぃんふぁいてぃん〜！,0
7828.507,ロレは怖い,0
7829.165,キルジョイいないのか,0
7829.121,わくわくなしか,0
7831.544,ファイティンー！,0
7832.004,ロレチェンちょいこわか,0
7832.108,がんばれ！！,0
7832.556,ロレチェンバー怖いなあ,0
7832.605,ファイト〜,0
7832.736,頑張れ〜！,0
7840.251,ふぁいてぃーん,0
7842.339,ファイティン！,0
7842.927,ふぁいてぃん！,0
7843.2,ft,0
7844.48,Meiyさんてもっとフワフワしてるイメージだったわw,1
7844.538,ふぁいてぃーん,0
7844.995,ファイティン！,0
7845.126,ファイティーン,0
7845.794,ファイト～！,0
7846.216,ふぁいてぃん！,0
7846.23,ふぁいてぃん,0
7846.611,葛葉、カトさん、頑張れ,0
7847.046,がんばれ！,0
7847.311,ふぁいてぃーん,0
7847.345,ふぁいてぃん,0
7847.715,ふぁいてぃん,0
7848.308,ファイティン,0
7848.417,ふぁいてぃーん！,0
7850.866,ふぁいてぃん！！,0
7852.567,ふぁいてぃん,0
7853.891,ふぁいてぃん,0
7854.041,おっぼのブリーチつよいぞ,0
7856.07,ふぁいてぃん,0
7857.853,ナイス,0
7859.133,ふぁいてぃーん！,0
7865.085,がんばれー！,0
7868.181,ええ,0
7871.755,New member,0
7872.52,うあ,0
7875.697,あら,0
7877.013,あら,0
7878.894,ふぁいてぃーん！,0
7879.991,全員でｗ,1
7880.966,ｵﾎﾞｰ,0
7882.88,ええええええｗ,1
7883.271,うおおおおおおおお,0
7883.774,ｵﾎﾞｫ！,0
7883.968,waaaaaaaaaaa,1
7884.307,うええええ,0
7884.365,おおおお,0
7884.752,うおおおおお,0
7884.882,うおおおおおお,0
7885.736,うまあああああああああ,0
7885.707,おおおおおおおお,0
7885.921,うおおおおおおおおおお,0
7886.156,つっよ！！,0
7886.244,うおおおおおおおおお,0
7886.302,うおおおおお,0
7886.319,えええええええ,0
7886.402,うわあああ,0
7886.478,わお,0
7886.691,つよおおおおおおおおお,0
7886.76,うおおおおおｗ,1
7886.787,uoooo,0
7886.795,おおおおおおおおおおお,0
7886.943,うんま,0
7886.979,うおおおおおおお,0
7887.002,うおおおおおお？！？！,0
7887.062,うおおおおおおおおおおお,0
7887.129,うおおおおおおお,0
7887.18,おお！？,0
7887.224,入れ食いや！！,0
7887.224,うわああああああ,0
7887.371,うおおおおお,0
7887.57,うわああ！！！,0
7887.723,うおおおおおおおおおおおお,0
7887.753,うおおおおおお,0
7887.775,おおお,0
7887.967,うわーー！,0
7888.004,おおおおおお,0
7888.067,うおおおおおおおお,0
7888.089,めちゃめちゃおる,0
7888.101,つよー！,0
7888.263,おおおおおお！！,0
7888.273,うめえええええええええ,0
7888.308,うおおおおおおおおおおお,0
7888.33,おおおおおおおおおおおおおおおおおお,0
7888.45,！？,0
7888.458,つええ,0
7888.473,うおおあお,0
7888.476,ないすぅ～！！,0
7888.576,ナイス,0
7888.708,すごｗ,1
7888.727,おおおおおお,0
7888.767,ええええええええ,0
7888.894,うおおおおおお！！,0
7889.129,おおおおお,0
7889.171,えええええ！！,0
7889.178,わー！！！,0
7889.178,うおおおおお！！！,0
7889.224,うおおおおおおおお,0
7889.327,わあああああ！！！！！,0
7889.465,うおおおおおおおおお,0
7889.827,えええええええええええええええええ,0
7890.163,え,0
7890.268,うおおおおおおおおおおお,0
7890.414,うおおおおおおおお,0
7890.417,うおおおおおおおおお,0
7890.472,うおおおおおお,0
7890.563,うおおおおおお,0
7890.65,ナイス～！！,0
7890.743,やばああああああああああ,0
7890.746,うおおおお,0
7890.749,わぁ〜,0
7890.781,うまああああああ,0
7891.141,うおおおおお,0
7891.553,つよおおお,0
7891.59,うおおおおお,0
7892.023,ナイスゥ,0
7892.211,つよ︎,0
7892.367,おおおお,0
7892.445,ナイス！,0
7892.555,えええええ,0
7892.592,うおおおおおお,0
7892.932,わああああああああああお,0
7893.161,やばすぎ,0
7893.213,えええええええええ,0
7895.203,つええええええええええええええええ,0
7895.957,うわすごおおお,0
7896.294,つんよ,0
7896.564,わぁ！？,0
7898.296,すっげぇ！,0
7898.944,つっよ,0
7899.257,うおおおおおおおおおおお,0
7899.64,うまあぁああああああ,0
7899.691,うおおおおおおお！！！,0
7901.638,じゃっさんつよぉぉおおおお,0
7901.942,うおおおお,0
7902.232,うおおおお,0
7902.398,じゃすぱー強ー！,0
7902.681,草,1
7902.713,じゃあああああす！！！,0
7902.72,つっよ,0
7902.789,え〜〜,0
7903.016,うおおおお,0
7904.078,つええええええ！,0
7904.331,じゃすぱつんよ！！！,1
7905.004,つええ,0
7906.135,じゃす〜〜〜！！！！,0
7906.34,つんよい,0
7906.453,えぐ！！！,0
7906.791,VDKｗｗｗ,0
7907.059,うおおおおおおおおお,0
7907.137,つっよ！！！,1
7907.906,さすがすぎる,0
7907.986,俺,1
7908.305,じゃすーーーー！！！！,0
7908.735,ないすぅー！！！！！,0
7908.831,うおおおおおおおお,0
7908.981,じゃすなんだよねえ,0
7909.117,ボドド,0
7909.181,ジャスさん強すぎ強すぎぃ〜！,0
7909.176,ボドww,1
7909.215,やばい！！！,0
7909.352,ナイス！,0
7909.946,じゃっさんかっこよーー！？,0
7910.048,っぱジャスなんよな,0
7910.158,ぼどww,0
7910.367,ボドの声聞いてあげて！,0
7910.378,うおおお,0
7910.587,w,1
7910.918,草,1
7910.937,うっま！！！,0
7911.033,ボドw,1
7911.133,ｗ,1
7911.914,w,1
7912.265,つよすんぎ,0
7912.327,草,1
7912.709,草,1
7913.554,ボドw,1
7913.557,いい音やったな,0
7914.259,草,1
7914.317,きもてぃ～,0
7914.596,ボドカw,1
7914.776,vdk,0
7914.866,MVP!!,0
7914.946,ボドドも褒めてあげてよw,1
7915.265,ボド,0
7916.494,ＶＤＫｗｗ,0
7916.55,俺も2キルって聞こえるｗｗ,1
7916.848,がんばれ！,0
7917.005,ボドカw,1
7917.603,草,1
7919.531,じゃっさん凄すぎ,0
7920.134,草,1
7920.504,ボド；；,0
7922.28,草,1
7922.399,草,1
7922.873,拗ねてもうてる,0
7923.752,すごいやｗ,1
7924.125,ボドさん？,0
7924.624,ボドしゃん,0
7924.826,たしか,0
7925.958,敵が固まってたとはいえ、無双しとる！！！,0
7926.497,だれ,0
7926.533,ボドカすねちゃったｗｗ,1
7926.594,草,1
7926.639,ボドw,1
7927.209,拗ねてる,0
7927.592,急にww,1
7927.78,草,1
7928.236,草,1
7928.798,ボド,0
7929.329,草,1
7929.553,ぼど・・,0
7930.1,ボドカくんもなんか言ってるよ！！！,0
7930.137,ボドさんヘラっちゃうｗ,1
7930.216,ボドドもがんばってた！,0
7930.27,草,1
7930.822,雑すぎて草,1
7933.133,ｗ,1
7933.384,ボドシャかわいいw,1
7933.746,ボドドも強いよ！,0
7933.874,"がんばれー！！( ⌯'꒳'⌯)⚐""",0
7936.553,草,1
7942.102,このテンションでIGLやらされるの草,0
7943.902,ボド…,0
7944.509,すねボドカ,0
7947.723,ボドしゃんIGLがんばてw,1
7949.503,コーチ大丈夫そ？,0
7957.905,うっま,0
7958.858,ナイスゥ,0
7959.879,ナイスカバー,0
7960.196,ナイス,0
7960.207,おしい,0
7962.724,ナイスカバー,0
7962.772,当ててくるなー,0
7962.844,いいカバー,0
7963.054,ロレうめぇな,0
7966.863,ナイスカバー,0
7968.66,ナイスカバー,0
7969.128,一発頭マジか,0
7969.84,ふぁいとーー,0
7972.474,ろれつよ,0
7979.172,ロレうっま,0
7990.494,がんばれー！,0
7994.363,おもれー,0
7996.355,がんばれ～,0
7996.7,頑張れ～！,0
8003.873,がんばれ,0
8008.917,報告いいね,0
8013.669,ナイス,0
8014.037,nt,0
8016.047,がんばれ！,0
8018.05,nt,0
8018.479,nt,0
8018.68,nt,0
8018.861,いい振り向き,0
8019.053,んt,0
8019.06,nt,0
8020.119,nt,0
8020.572,nt,0
8020.581,ないとら,0
8020.746,どまどま,0
8020.748,nt,0
8020.88,nt,0
8020.899,どまどま,0
8020.924,どま,0
8020.924,nt,0
8020.961,nt,0
8020.969,nt,0
8021.109,どま！,0
8021.186,どま,0
8021.315,nt,0
8021.529,nt,0
8021.662,どま,0
8021.873,nt！,0
8022.244,nt,0
8024.323,nt,0
8024.342,nt,0
8024.711,ないとら,0
8024.865,ままま,0
8024.879,勝てる,0
8025.133,nt,0
8025.191,nt,0
8025.932,nt,0
8025.984,nt,0
8026.24,nt,0
8026.381,nt,0
8026.566,ntnt,0
8027.255,えーい,0
8027.415,どま,0
8027.832,nt,0
8028.838,んt,0
8029.056,がんばれえ〜,0
8029.203,nt,0
8031.52,わぁどまどま,0
8031.549,どま,0
8031.962,nt,0
8032.006,いい報告,0
8032.014,どま,0
8032.486,nf,0
8032.674,どまどま！,0
8033.214,nt,0
8033.722,まぁ作戦なかったし,0
8033.885,葛葉が死ぬのがまずい,0
8034.062,nt,0
8034.163,nt,0
8034.228,nt,0
8034.871,nt,0
8036.232,nt,0
8037.262,んt,0
8037.938,nt,0
8038.332,やっぱよまれてたか,0
8042.114,ただいま,0
8042.739,やっぱCバレてね,0
8042.885,武器差あったらC,0
8045.029,まあまあまあ,0
8049.406,あれ？めいくん？,0
8050.384,がんばれー！,0
8050.842,がんばれ~！,0
8051.119,がんばれ－！！,0
8057.148,GO,1
8057.611,がんばれ〜〜！,0
8059.662,自由行動,0
8060.264,誰が死んでもまずいよ,0
8063.227,がんばれ,0
8064.77,いけー,0
8064.947,お弁当が,0
8070.281,頑張れー,0
8076.077,どま,0
8076.36,釈迦ちゃ〜,1
8079.548,ﾆｼﾞｭﾛｸ,0
8081.214,どま,0
8081.926,頑張れ,0
8087.544,nt,0
8088.011,どまー,0
8089.69,nt,0
8089.87,えぐーー！！！！！！,0
8089.977,どまnt,0
8089.99,強いね〜,0
8089.992,どまどま,0
8090.048,つええ,0
8090.071,nt,0
8090.34,どま,0
8090.718,nt,0
8090.845,nt,0
8091.049,ntnt,0
8091.161,つんよ,0
8091.437,どま！nt！,0
8092.101,nt,0
8092.374,どまどま！,0
8092.519,お,0
8092.589,どまどま！,0
8092.721,どんまーい！,0
8092.729,どま！,0
8093.118,nt,0
8093.135,どまどま！,0
8093.192,やるね〜,0
8093.223,nt,0
8093.746,nt,0
8094.742,どま〜,0
8094.79,nt,0
8097.247,nt nt,0
8097.454,つえぇぇ,0
8097.849,nt,0
8098.127,どま,0
8098.218,nt,0
8098.392,こっからこっから,0
8099.226,ntnf！,0
8099.374,nt,0
8100.531,nt,0
8100.647,どまどま,0
8101.028,どま,0
8102.051,nt,0
8102.36,まあ、こっからでしょう！,0
8103.107,nt,0
8103.724,どま,0
8106.619,ないけず,0
8106.641,どま,0
8107.655,どま,0
8107.903,わくわくw,1
8108.294,nt,0
8108.967,わくわく,0
8112.471,こっからや,0
8113.875,じゃなかっtw,1
8115.001,がんばれ！がんばれー！,0
8115.291,コーチ情報整理してくれてるね,0
8115.938,がんばれ！,0
8116.465,わくわくしたがってるｗｗ,1
8117.139,nt,0
8122.829,こっからこっから！,0
8123.65,がんばれー,0
8124.128,ワクワク好きだねw,1
8126.357,頑張れ〜,0
8131.511,Cとって下がるか？,0
8134.109,ファイティーン,0
8134.866,攻めでとりてえな,0
8150.796,頑張れー,0
8162.296,SHAKER,0
8166.117,わくわくだ！,0
8169.705,わくわく,0
8170.926,頑張れ～！！,0
8171.41,いけ,0
8172.518,ないす,0
8179.986,うあ,0
8183.016,どま,0
8182.999,wow,0
8192.897,関さん,0
8196.269,強い,0
8203.577,ないとら,0
8203.926,nt,0
8204.013,どま！,0
8204.363,nt,0
8204.571,nt,0
8204.652,nt,0
8204.858,nt,0
8204.872,nt,0
8205.121,nt,0
8205.211,nt,0
8205.336,nt,0
8205.648,nt,0
8205.686,ntnt,0
8205.728,どまどま,0
8206.024,nt,0
8206.064,どま,0
8206.076,nt,0
8206.179,釈迦ちゃが良いIGLしてそうだなぁ,0
8206.284,やっぱりスカイの方が動きやすいかな,0
8206.524,ないとら,0
8206.522,どま！nt！,0
8206.564,nt,0
8206.875,どま,0
8207.055,どま,0
8207.126,nt,0
8207.173,ナイスー,0
8207.731,nt,0
8208.203,nt,0
8208.379,nt,0
8208.403,んt！,0
8208.644,おしい,0
8208.724,ないとら〜！,0
8208.755,nt,0
8209.045,どま！,0
8209.087,nt,0
8209.242,どま,0
8209.868,どま,0
8210.696,どま,0
8210.731,nt,0
8211.292,nt,0
8211.466,nt,0
8211.557,nt,0
8212.113,どま！,0
8212.257,nt,0
8212.455,nt,0
8212.772,nt！,0
8213.167,nt,0
8213.212,どまどま,0
8214.529,nt,0
8214.572,nt,0
8214.658,ntnt,0
8215.237,nt,0
8215.866,どんまい！！,0
8216.677,nt,0
8216.682,nt,0
8216.906,nt,0
8217.727,どまどま！,0
8218.334,nt,0
8218.905,がんばれー！,0
8218.953,nt,0
8219.05,nt,0
8219.091,コーチングナイス,0
8219.867,どま,0
8219.955,nt,0
8221.655,nt,0
8224.094,ファイト,0
8225.044,nt,0
8226.717,nt,0
8230.166,ないとら！ないとら！,0
8230.51,頑張れ～！！！,0
8230.647, nt,0
8232.044,がんばれ！,0
8232.027,せめま,0
8233.178,ファイト！,0
8235.375,がんばれ！,0
8236.324,頑張れー！！,0
8236.445,Ｃ読まれてるか？,0
8236.496,ふぁいてぃーん！,0
8237.023,がんばれー！,0
8243.321,がんばれ,0
8244.592,わくわく頑張って！,0
8244.824,がんばれ,0
8250.728,がんばれー！,0
8254.588,がんばれ,0
8255.157,こっち来たか,0
8255.905,がんばれ！,0
8257.83,くる,0
8264.388,わくわく,0
8280.503,んわぁ,0
8284.426,うめぇ,0
8284.492,うま,0
8287.591,強くね,0
8291.045,声出してぇ,0
8291.544,相手のスキル返しうめえ,0
8293.719,つよいなーw,1
8295.167,動きにくいな,0
8296.045,nt,0
8296.271,nt！,0
8298.407,nt,0
8298.401,おしいどま！,0
8298.533,どま,0
8300.194,つよすぎ,0
8300.555,nt,0
8300.635,nt,0
8300.787,nt,0
8300.802,nt,0
8300.87,nt,0
8300.92,nt,0
8301.82,うんめ,0
8301.946,どま,0
8302.171,nt,0
8302.465,どま！,0
8302.653,何が起きてるかわからん,0
8302.996,相手つえ,0
8303.568,nt,0
8304.033,nt,0
8304.316,nt,0
8304.565,んt,0
8304.846,nt,0
8305.252,nt,0
8305.975,いやないエコよ,0
8306.423,nt！,0
8306.505,nt！,0
8306.915,nt！,0
8307.17,つよぉ,0
8307.562,勝てる勝てる,0
8307.992,nt,0
8308.26,nt,0
8308.423,ないとら！,0
8308.477,nt,0
8308.87,頑張れーー！！,0
8309.425,nt,0
8309.502,どま！！,0
8309.569,つよいなあ,0
8309.723,nt,0
8310.492,nt,0
8311.039,どまどま,0
8311.064,どま,0
8313.014,釈迦さんチーム強いなぁ,0
8313.731,nt,0
8314.664,nt,0
8315.845,nt,0
8316.632,nt,0
8316.884,どまどま,0
8318.113,がんばれ〜,0
8318.531,ないエコ！,0
8319.574,がんばれ！,0
8320.36,がんばれー！！,0
8320.882,nt,0
8321.035,ふぁいと〜！！,1
8322.306,どま,0
8323.407,nt,0
8324.18,"がんばれ！( ⌯'꒳'⌯)⚐""",0
8324.838,取りたいね,0
8328.695,がんばれ〜,0
8329.886,頑張れー！,0
8329.988,オペｂ読みってことか,0
8330.738,GO,1
8332.813,がんばれ！,0
8335.015,がんばれ！がんばれ！,0
8335.259,がんばれ！,0
8336.308,かせんもつよいね,0
8336.309,がんばれ！！,0
8337.274,がんばれ〜！,0
8338.8,頑張れ～！！！,0
8342.812,ナイス,0
8343.754,がんばれー！,0
8345.033,がんばれー,0
8354.029,どこいるん,0
8356.38,がんばれー！,0
8356.759,わくわく,0
8366.267,なにぃ,0
8368.325,ナイス設置！,0
8372.268,nt,0
8372.902,わあ,0
8376.262,わあ,0
8376.403,ワァオ,0
8377.755,裏大好きかよｗ,1
8378.57,どま！nt！,0
8378.675,nt,0
8378.729,nt,0
8378.815,nt,0
8378.844,うっま,0
8379.098,どまー,0
8379.411,どま！,0
8379.887,ぼこぼこや,0
8379.943,どま！,0
8380.849,うま,0
8381.072,nt,0
8381.381,nt,0
8381.386,どまどま,0
8381.481,強いねぇ,0
8381.868,わぁ〜お、,0
8382.483,nt,0
8382.91,nt,0
8382.95,nt,0
8383.017,つえーわ,0
8383.159,位置がすごい！！,0
8383.614,わーお,0
8384.038,つええ,0
8384.075,どまどま,0
8385.071,ないとら,0
8385.131,nt,0
8385.728,どまぁ,0
8385.763,nt,0
8385.86,いけるいける,0
8386.141,nt,0
8386.112,nt,0
8386.177,nt,0
8386.869,低いかも,0
8387.044,ずっと見てやがる,0
8388.555,nt,0
8389.198,強いなぁ,0
8389.369,どま,0
8390.263,nt,0
8390.312,くるしいいいい,0
8390.553,つえー,0
8390.716,nt,0
8391.177,nt,0
8391.688,nt,0
8391.765,どま,0
8391.94,nt,0
8392.817,nt,0
8394.017,どまどま,0
8394.439,どまどま,0
8394.568,どま,0
8395.371,詰め待ちゲーミングか,0
8396.096,流石に強い,0
8396.754,どんまいだ～！頑張れ！！,0
8397.889,ぼこぼこやー,0
8398.386,ここも相手芋2枚か,0
8398.854,ろれつよー,0
8401.066,がんばれ！,0
8402.197,ちょっと相手の連携上手いか,0
8403.5,nice try,0
8406.971,敵のリテイクがすごいね,0
8407.269,がんばれ！,0
8409.059,がんばれー！,0
8409.467,ふぁいてぃん〜！！,0
8409.793,がんばれー！,0
8410.009,頑張れ！,0
8412.079,相手チーム連携うまい。,0
8413.963,つええな相手,0
8415.317,ナイスコーチ,0
8415.42,がんばれ,0
8416.12,頑張れー,0
8418.818,がんばれー！,0
8419.106,がんばれ！,0
8421.316,頑張れ！,0
8421.283,がんばれ！,0
8421.297,がんばれ！,0
8421.495,がんばれ〜,0
8421.615,こんばんは〜,0
8421.761,ふぁいてぃん！,0
8422.408,いけるぞ！,0
8422.57,がんばれー！,0
8422.624,しゃ！,0
8423.091,がんばれ！,0
8423.296,つぎつぎ,0
8423.421,がんばれ－！みんな！,0
8423.583,せめて4本欲しい,0
8423.697,加減統一,0
8424.202,こっからこっから,0
8425.098,がんばれー！,0
8425.105,頑張れ～！！,0
8426.252,わちゃわちゃコール,0
8428.214,がんばれ！！,0
8428.489,がんばれー！,0
8430.298,がんばれー！！！,0
8431.042,がんばれ！,0
8431.086,まだまだこっからよ！,0
8431.67,大丈夫大丈夫,0
8432.283,ふぁいてぃん！,0
8433.193,あぶな,0
8433.903,うわあ,0
8434.325,相手仲良し多いか,0
8435.068,ふぁいてぃん！！！,0
8435.502,なんでいきてるｗ,1
8435.502,うあ,0
8436.483,あぶにw,1
8437.764,この相手でも初戦5-13なのやばいなw,1
8438.028,あぶねぇー,0
8438.502,頑張れ〜！！,0
8438.713,がんばれ,0
8440.487,こえー,0
8440.635,あぶね,0
8444.983,頑張れー！！れ,0
8445.439,あぶね,0
8446.295,やべ,0
8447.619,ふぁいてぃん!,0
8449.696,相手詰め放題してきてるね,0
8450.494,アクション起こすのがボム持ってるのやばいｗ,1
8450.77,５ｗｗｗｗ,0
8453.228,、,0
8454.953,なにしてんの,0
8455.364,オペころせー,0
8456.888,ナイス,0
8461.288,ナイス,0
8465.733,ないす,0
8468.037,うま！？,0
8468.855,うま,0
8469.361,ないす,0
8469.781,GO,1
8470.301,ナイス,0
8470.685,ナイスゥ,0
8470.673,ナイス！,0
8471.085,ナイス！,0
8471.16,ないす,0
8471.196,ナイスゥ！,0
8471.751,ナイス,0
8471.85,うっま,0
8472.108,ナイス,0
8472.218,ナイス,0
8472.42,ないす,0
8472.444,ナイスゥ！,0
8472.707,ないす！,0
8472.819,ないす！,0
8473.529,ナイスゥ,0
8473.824,ナイスゥ！,0
8473.82,うんま,0
8474.118,ナイス,0
8474.275,うま,0
8474.428,ナイス,0
8474.812,ナイスワン,0
8474.911,ナイス,0
8475.615,ないす,0
8476.167,ナイスゥ！,0
8476.337,うまぁ,0
8476.895,ナイス！,0
8476.99,うま！,0
8477.092,うまあ,0
8479.066,ないす！,0
8479.257,うま,0
8479.7,ナイスや,0
8479.875,ナイス,0
8480.518,wow,0
8481.85,ナイス,0
8482.79,でけえぞそのワン,0
8482.938,限界にて輝け,0
8483.081,うまい,0
8484.131,うま,0
8485.959,うま,0
8487.167,ナイス,0
8493.776,うあ,0
8494.412,ナイス,0
8495.192,うわぁ,0
8496.462,つっよ,0
8497.498,ぐああ,0
8500.13,おーまじか,0
8502.385,うっま,0
8502.748,nt,0
8506.666,おしい,0
8507.988,おしい,0
8506.974,nt,0
8508.741,nt,0
8508.791,nt！,0
8508.942,nt,0
8509.109,nt,0
8509.278,nt,0
8509.297,nt,0
8509.104,nt,0
8509.394,nt,0
8510.085,おしー,0
8510.164,おしい,0
8509.675,どまどま,0
8509.683,nt,0
8510.243,どま,0
8510.437,nt,0
8510.033,nt,0
8510.047,nt,0
8510.074,nt,0
8510.124,nt,0
8510.124,どま,0
8510.245,まじかー,0
8510.25,わあ,0
8510.803,どまどま,0
8510.832,nt!,0
8511.095,どま！nt！,0
8511.144,nt,0
8511.322,nt,0
8512.0,オワタ,0
8512.054,どんまい,0
8512.284,nt,0
8513.324,どまどま,0
8513.948,nt,0
8514.179,どま,0
8514.222,nt,0
8514.661,どま,0
8514.755,nt,0
8514.779,おしい～どま！,0
8514.936,ないふぁい！,0
8514.995,nt,0
8515.405,nt,0
8515.579,nt,0
8516.802,nt,0
8516.973,どま,0
8517.562,おしい！nt,0
8517.573,おしい,0
8517.585,どまー！,0
8517.593,ナイエコだ,0
8517.646,nt,0
8517.864,ntnt,0
8518.106,おしい,0
8518.202,nt,0
8518.933,ローレンつええな,0
8518.934,どま,0
8518.983,nt,0
8519.178,nt,0
8519.342,nt,0
8519.636,おしい！,0
8521.566,nt,0
8521.637,nt,0
8521.971,nt,0
8522.012,nt,0
8522.081,nt,0
8522.716,nt,0
8522.959,つええ,0
8523.061,どま,0
8523.12,nt,0
8523.157,nt,0
8523.533,＼(^o^)／ｵﾜﾀ,0
8523.756,おもろー,0
8524.041,nt,0
8524.172,nt,0
8524.501,どまよ〜！がんばれ！,0
8524.709,ntだ,0
8524.763,どまどま,0
8525.205,どまどま,0
8526.409,どま,0
8526.603,んt,0
8527.904,落ち着いていきやー,0
8528.239,大変なラウンドきたｗ,1
8528.46,ここつっよ,0
8528.742,nt,0
8529.481,nt,0
8530.869,攻めマよね？,0
8531.476,nt,0
8531.816,ここからファイト,0
8531.952,nt,0
8532.435,惜しかった,0
8533.117,ここボコされたのやばいな,0
8534.41,nf,0
8534.724,がんばれ！,0
8535.435,まだいけるー！,0
8535.923,せめて6-6,0
8536.054,ないとら,0
8539.181,どま,0
8540.297,nt,0
8541.198,めっちゃ良かったー！,0
8543.071,頑張れー,0
8543.569,がんばれー！！,0
8547.537,さっき負けたの？ここのチーム？やばない？,0
8548.883,やっべぇな,0
8550.42,がんばれ！,0
8553.991,ナイス,0
8554.39,連携の差がすげぇか,0
8556.575,元気出してこぉ〜,1
8557.12,がんばれ！,0
8564.804,がんばれ！,0
8565.925,がんばれー！,0
8568.921,ごー,0
8569.085,がんばれ,0
8571.232,がんばれー！,0
8573.179,がんばれ－！,0
8575.848,がんばれ！,0
8578.356,がんばれ！,0
8579.765,でもマップ差キャラの練度差もあるのかな？,0
8582.33,がんばれ,0
8583.006,ファイトー！,0
8583.088,裏も,0
8583.617,ふぁいとー！！！！,0
8590.758,がんばれ！,0
8592.214,まだいける,0
8592.927,がんばれー,0
8593.117,守マだから大丈夫,0
