時間,コメント,ラベル,,
6393.679,ｗ,0,,
6393.681,なんでやｗ,0,,
6393.729,遊ぶなw,1,,
6393.915,草,1,,
6395.034,やめw,1,,
6395.169,草,1,,
6395.198,草,1,,
6395.319,ﾋﾟﾋﾟﾋﾟﾋﾟﾋﾟﾋﾟﾋﾟﾋﾟ,0,,
6395.323,うるせえw,1,,
6395.542,草,1,,
6395.645,草,1,,
6395.71,DJKUZUHAきた,0,,
6395.758,草,1,,
6395.859,草,1,,
6395.869,草,1,,
6397.257,草,1,,
6397.275,草,1,,
6397.65,草,1,,
6397.996,ww,1,,
6399.868,草,1,,
6400.317,うっさ,0,,
6400.351,露骨すぎw,1,,
6400.425,えw,1,,
6401.553,草,1,,
6401.6,今のいる？ｗ,0,,
6402.005,ace!?,0,,
6402.007,草,1,,
6402.486,キーボード音まできこえるw,1,,
6402.58,草,1,,
6403.1,うるせえｗｗ,0,,
6403.263,うるさww,1,,
6403.594,ナイッスゥ！,0,,
6403.721,ちょちょちょちょちょちょいっw,1,,
6403.871,ナイスゥ,0,,
6404.962,ACEあります,0,,
6405.334,草,1,,
6405.619,ﾋﾟｯﾋﾟｯﾋﾟｯ,0,,
6405.828,うおおおおおおお,0,,
6405.831,ACE！！！！！！！！！,0,,
6406.168,うおおおおおおおおおおお,0,,
6406.57,つっよｗ,0,,
6407.018,うっま！,0,,
6407.775,かっこよ！,0,,
6407.81,うおおおおおお,0,,
6407.868,ぴまぴまえぐ,0,,
6408.196,ACE！？,0,,
6408.288,おおおおお,0,,
6408.369,ACE!!!!!!!!!,0,,
6408.383,うおおおおおおおおおおおお,0,,
6408.501,おおおおおおおおおおお,0,,
6408.956,ぴまぴまぁ！,0,,
6409.018,うおおおあおお,0,,
6409.023,つんよ,0,,
6409.088,うおおおおおおおおおおおおおおおおおおお,0,,
6409.093,おおおお！,0,,
6409.114,おおお,0,,
6409.117,エースかっけええええええええええええ,0,,
6409.206,ないすー！,0,,
6409.271,つよ,0,,
6409.387,うおおおおお,0,,
6409.439,うおおおお,0,,
6409.571,おおおおおおお！,0,,
6409.767,うおおおおおおおおおおおおおおおおおお,0,,
6409.818,ナイス！！！,0,,
6409.902,うるさw,1,,
6410.343,うっま！,0,,
6410.387,ace！！！,0,,
6410.394,ひまちゃん！,0,,
6410.585,うおおおおおおおおおお,0,,
6410.61,おおおおおおお,0,,
6410.639,うぇーい！！！！,0,,
6410.691,えーーーーす！！！,0,,
6410.796,オーブEDM,0,,
6411.013,おお！,0,,
6411.021,おおおお,0,,
6411.166,わあ,0,,
6411.231,いいね！！,0,,
6411.238,うおおおおおおおおおおおおお,0,,
6411.411,うおおおおおおおお,0,,
6411.405,おおおお,0,,
6411.445,おおおお,0,,
6411.512,ACE！！,0,,
6411.513,うおおおおおおおおおお,0,,
6411.556,ACE！！,0,,
6411.621,うおおおおおおおおおおおおお,0,,
6411.625,ほんひまつっよい,0,,
6411.675,うおおおおおおおおお,0,,
6411.775,うおおおお,0,,
6411.791,うおおおおおお,0,,
6411.89,エース！！！！,0,,
6412.693,ACE,0,,
6413.009,ナイスゥ,0,,
6413.336,ぽんぴまうおおおおおおお,0,,
6413.8,！？,0,,
6414.685,うおおおおおおおおおおお,0,,
6415.682,ace？！,0,,
6415.759,ぽんぴまーん！！！つんよ,0,,
6415.855,すご,0,,
6415.862,エースー！！！！,0,,
6416.529,うおおおおお,0,,
6416.948,ace!?!?,0,,
6417.21,aceま？,0,,
6417.271,うおおおおおおおおえあおええ,0,,
6417.421,ええやんええやん,0,,
6418.614,something ?,0,,
6418.836,うおおおおおおお,0,,
6419.641,ナイス！,0,,
6420.902,つよ,0,,
6421.02,ひまちゃんつええええ,0,,
6421.33,ひまちゃん！！！,0,,
6422.166,うおおおお,0,,
6422.366,ひまちゃん！？！？,0,,
6422.44,すーぱーぴまぴま最高の瞬間きた,0,,
6422.547,ひまちゃんつっよw,1,,
6422.905,すげーーー」,0,,
6423.047,ないす！,0,,
6423.506,ぽんぴまんえぐー！！,0,,
6424.636,うおおおおおおお,0,,
6424.845,ぽんたーじゅきちゃーーー,0,,
6424.982,ぽんぴまん！！！,0,,
6427.27,すご,0,,
6427.33,おおおおおおお,0,,
6427.695,ぽんぴまーーーーん！！！,0,,
6427.782,つよー！,0,,
6429.014,始まったあああああああああ,0,,
6429.71,ひまさんつよ,0,,
6429.75,ぽんぴまん！！！,0,,
6429.76,リプレイ見てぃ～,0,,
6431.228,キャリーお願いします,0,,
6434.094,ぽんぴナイス！,0,,
6436.782,おかわりw,1,,
6440.124,エコ狩りの翁だ,0,,
6440.825,すーぱーぴまぴまこんな上手かったんか,0,,
6441.838,えー、守マですこれ,0,,
6442.935,いいねｗ,0,,
6443.464,寄りかかり始めてるｗｗ,0,,
6443.564,ひまだむきたぁー,0,,
6445.349,最強の猛獣ルンパッパきた,0,,
6448.603,ぽんぴまかっけぇすっ！,0,,
6456.863,えびお安定のキモ武器で草,0,,
6457.834,犬と散歩してるのかわよw,1,,
6460.363,ないすう,0,,
6465.355,姉さんの威厳,0,,
6468.926,どまｗ,0,,
6469.064,ぽんぴまのオペは凶悪,0,,
6477.035,ナイス！,0,,
6480.145,どまどまどま！,0,,
6480.723,ないすう,0,,
6480.92,いい勝負してるな,0,,
6482.399,いけ～,0,,
6483.731,ナイス,0,,
6485.988,ナイス,0,,
6486.265,ナイスゥ！,0,,
6487.185,ナイスゥ,0,,
6487.257,ナイスゥ！！,0,,
6487.364,ないすー！！,0,,
6488.991,GO,0,,
6489.468,ナイスゥ！,0,,
6489.637,ナイスー！,0,,
6489.901,いいねぇ,0,,
6490.122,ナイス！！！,0,,
6490.563,nice,0,,
6491.066,ないすー,0,,
6491.235,ナイス,0,,
6491.514,ないす,0,,
6492.412,ないす,0,,
6492.748,ないすー,0,,
6492.828,ないす,0,,
6493.314,ナイス,0,,
6493.601,ないすー！,0,,
6493.749,ナイス！,0,,
6493.867,ナイスゥ！！,0,,
6493.923,ナイス〜,0,,
6494.061,つえー,0,,
6494.136,ナイスゥ,0,,
6494.153,ナイス,0,,
6494.355,なーいす,0,,
6494.443,ナイスゥ,0,,
6494.595,ないす〜！！！,0,,
6494.661,ナイスぅ！,0,,
6494.635,ナイス！,0,,
6494.692,ナイスゥ！,0,,
6494.749,ナイス,0,,
6494.816,ないす,0,,
6494.954,なーいす,0,,
6495.07,ナイスー！,0,,
6496.13,守マすぎる,0,,
6496.672,ナイスゥ,0,,
6497.553,ないとぅ！,0,,
6498.971,いいねぇ！,0,,
6499.141,ナイス,0,,
6499.261,逆転ナイスゥ,0,,
6499.396,ナイス！,0,,
6499.779,逆転だぁ,0,,
6500.105,ナイスゥ！,0,,
6501.199,いいぞいいぞ,0,,
6501.332,ナイス！,0,,
6501.343,ナイスゥ！,0,,
6501.646,まもまや〜ん,0,,
6503.838,逆転うおおおおおお,0,,
6504.208,おいおい,0,,
6504.437,まもまやーん,0,,
6504.463,さすがに守マか,0,,
6504.529,ナイス,0,,
6504.589,ナイス,0,,
6504.921,草,1,,
6505.109,草,1,,
6505.543,みんな上手くね？,0,,
6505.795,っておおおおいいいいい,1,,
6506.502,守マやーん！っておいー,1,,
6506.65,＼ドッ／,1,,
6506.864,っておいー！,1,,
6506.868,っておいいいいいい,1,,
6507.031,いいねぇw,1,,
6507.133,っておいー,1,,
6507.418,ほんとに守りで草,1,,
6507.681,守マやんw,1,,
6507.755,やーん,1,,
6507.764,っておいーーーー！,1,,
6508.579,守マですやーん,1,,
6508.901,守マやーん！,1,,
6508.903,っておいいいいい,1,,
6508.989,ておいー,1,,
6509.088,やーーーん,1,,
6509.31,草,1,,
6509.443,おい〜,1,,
6509.48,いいねぇ,1,,
6509.511,草,1,,
6509.561,草,1,,
6509.727,っておいー,1,,
6509.997,まもマだったかー！,1,,
6510.236,って、オイイイイイ！！,1,,
6511.69,まもまだったか,1,,
6511.876,ってオイイイイイイイイイ,1,,
6512.681,っておいいいい！,1,,
6512.983,銀魂w,1,,
6513.974,ってオイー！,1,,
6514.043,草,1,,
6514.283,ってオイイイイイイイイ,1,,
6514.401,草,1,,
6514.471,草,1,,
6514.523,草,1,,
6514.561,やめてww,1,,
6514.681,ふふw,1,,
6514.686,草,1,,
6514.955,テンションがww,1,,
6515.198,っておいー！,1,,
6515.378,急に銀魂になるの草,1,,
6515.469,うるせえw,1,,
6515.524,草,1,,
6515.95,草,1,,
6517.106,５連取まじかｗ,1,,
6517.579,っておい～～ｗｗ守マじゃねぇえか～～ｗ,1,,
6518.248,葛八！？,1,,
6518.341,ｗｗ,1,,
6518.466,草,1,,
6518.471,草,1,,
6518.636,草,1,,
6519.302,草,1,,
6519.373,草,1,,
6519.642,草,1,,
6519.799,え？w,1,,
6520.269,草,1,,
6520.477,うるさいｗ,1,,
6520.909,結局上手いやつが勝つゲームだった,1,,
6520.94,っておいいい,1,,
6520.986,葛葉オーダーもアイムもいいな,1,,
6521.378,怒られたｗ,1,,
6521.481,草,1,,
6521.534,草,1,,
6521.613,草,1,,
6523.213,うるさいなぁは草,1,,
6524.252,中学生いる,1,,
6524.708,やんやーんww,1,,
6524.779,うるさいんですけどw,1,,
6525.251,草,1,,
6525.673,草,1,,
6526.822,ってオイイイイイイイイ,1,,
6528.531,銀さんｗ,1,,
6528.885,草,1,,
6533.017,がんばれー,1,,
6534.868,工事中,1,,
6538.038,普通に怒られたw,1,,
6544.489,AQF歯茎えぐいってw,1,,
6549.23,A,0,,6892
6549.522,複数形,0,,
6556.134,ナイスゥ！,0,,
6556.255,ナイス,0,,
6556.737,おじさん,0,,
6557.517,下水におじさんｗ,0,,
6558.668,ナイス！,0,,
6559.05,下水おじさん,0,,
6559.562,ナイス,0,,
6559.804,おじさんブリーチかとおもたww,1,,
6559.836,ナイスゥ,0,,
6559.863,ナイス,0,,
6561.901,ナイスゥ,0,,
6561.931,ないす,0,,
6563.237,ナイスゥ,0,,
6563.858,ないすぅ！,0,,
6563.91,ナイスゥ,0,,
6565.072,ないすう,0,,
6566.106,えびおジャッジかオデンだからなあ,0,,
6567.064,生えてきた,0,,
6567.447,ないす！,0,,
6568.985,おしい,0,,
6571.063,ヒム？,0,,
6582.404,なんつーマクロ,0,,
6583.534,ナイス！ｗ,0,,
6587.101,草,1,,
6587.816,草,1,,
6589.693,ブロッコリーきた,0,,
6592.21,ないすうw,1,,
6592.409,ブロッコリー,0,,
6593.233,ナイス,0,,
6595.939,ナイス,0,,
6596.7,ナイブロw,1,,
6604.446,ナイスゥ,0,,
6605.335,ナイスゥ,0,,
6605.532,ナイスゥ！,0,,
6605.715,ナイスゥ！！,0,,
6606.612,ぐきw,1,,
6606.791,ないすー！！,0,,
6606.975,ナイスゥ！,0,,
6607.301,ナイスゥ！,0,,
6607.785,ナイス！！,0,,
6608.082,ナイスゥ,0,,
6608.259,ナイスゥ〜！,0,,
6608.272,ナイスゥ,0,,
6608.93,おおお,0,,
6608.977,ナイスー！,0,,
6609.173,ナイスゥ！,0,,
6609.455,ナイスゥ！！！,0,,
6609.618,ナイス！,0,,
6609.868,ナイス！,0,,
6610.461,ナイス,0,,
6610.45,ないすー！,0,,
6610.581,ないす,0,,
6610.593,ないすう！,0,,
6610.641,ないす,0,,
6610.969,ナイス！,0,,
6610.981,うま！！！,0,,
6611.09,ナイス！,0,,
6611.108,ナイス〜〜！,0,,
6611.189,ナイス！,0,,
6611.258,ナイスゥ！,0,,
6611.554,ナイス,0,,
6611.556,ナイス,0,,
6611.845,ナーイス！,0,,
6611.976,ナイスゥ！,0,,
6612.34,ナイスー！,0,,
6612.34,ナイス！！,0,,
6612.365,つよ,0,,
6612.366,ナイスナイスゥ,0,,
6612.656,ないすううううう,0,,
6612.917,ナイスゥ,0,,
6612.931,ナイスゥ,0,,
6613.216,ナイスゥ！,0,,
6613.517,ないすー！,0,,
6613.839,ナイスゥ,0,,
6615.092,エビオうめえ,0,,
6615.143,ナイス！,0,,
6615.274,あれ？まもま？？,0,,
6615.974,フリックうま,0,,
6616.026,ナイスゥ！,0,,
6616.351,つよすんぎ！,0,,
6616.526,ナイス,0,,
6616.853,！！,0,,
6617.105,固定砲台きちゃあああ,0,,
6617.307,ナイスー！,0,,
6617.486,ヘブンオーディンえっぐ,0,,
6617.732,いいね～,0,,
6617.909,なーいす！,0,,
6618.234,固定砲台〜,0,,
6618.328,ないすぅ！,0,,
6618.469,ナイスー！,0,,
6618.474,てぃむ強いって！！！！,0,,
6618.633,ナイスナイス,0,,
6618.779,ナイスゥ！,0,,
6619.365,ないすー！,0,,
6619.538,いいねえ！,0,,
6619.753,ライス！,0,,
6620.442,ナイス！,0,,
6620.541,ナイス,0,,
6621.911,エビオさん上手い,0,,
6622.026,まもまぁ,0,,
6622.628,守り6-0！？,0,,
6622.678,なーいす！,0,,
6622.822,ナイスゥ！,0,,
6622.942,草,1,,
6623.753,運任せw,1,,
6624.967,ナイス,0,,
6625.124,エクスかっこい,0,,
6625.603,あみだくじｗ,0,,
6625.822,草,1,,
6626.644,ナイスゥ！,0,,
6626.786,ナイス,0,,
6627.05,草,1,,
6627.59,草,1,,
6627.681,あみだ草,0,,
6628.253,ww,1,,
6629.175,あみだくじか,0,,
6630.062,草,1,,
6630.608,草,1,,
6631.467,だからかあ,0,,
6631.686,草,1,,
6632.949,まさかのあみだw,1,,
6633.469,草,1,,
6634.352,うまABCDFE,0,,
6634.907,草,1,,
6634.965,草,1,,
6635.571,草,1,,
6636.734,草,1,,
6637.244,あみだくじでww,1,,
6638.477,ちょっとおもろそうじゃんw,1,,
6638.584,草,1,,
6639.308,がんばれ！ｗ,0,,
6639.346,まじでまもまになってるw,1,,
6641.539,楽しそうｗ,0,,
6641.903,気合いが違うわな,0,,
6645.021,楽しげで草,0,,
6649.965,エンジョイがすぎるw,1,,
6650.853,草,1,,
6651.609,草,1,,
6651.891,かわいい,0,,
6654.002,草,1,,
6654.304,かわよ,0,,
6654.422,ガチ守マや,0,,
6654.426,草,1,,
6654.594,草,1,,
6654.789,こーれ今日負けなしか,0,,
6655.215,かわいい,0,,
6655.28,草,1,,
6655.438,草,1,,
6655.65,ソースはまとめ,0,,
6655.79,草,1,,
6655.864,YouTubeでみたw,1,,
6656.582,草,1,,
6656.608,Youtubeでみた,0,,
6656.665,かわいいw,1,,
6656.661,便利ではある,0,,
6656.671,可愛い,0,,
6656.782,何か草,0,,
6657.03,かわいいw,1,,
6657.249,草,1,,
6657.738,ひまちゃんかわいいw,1,,
6658.791,やりたいw,1,,
6658.828,草,1,,
6658.94,勉強したのねｗ,0,,
6658.973,かわいいw,1,,
6659.023,ヘビーぴーまーっていった？？w,1,,
6659.099,w,1,,
6659.287,草,1,,
6659.3,YouTubeで見たか,0,,
6659.527,かわいいw,1,,
6660.124,動画勢！？,0,,
6661.078,キッズじゃん,0,,
6661.257,わあ,0,,
6661.845,草,1,,
6661.86,かわいい,0,,
6661.909,かわいｗｗ,0,,
6663.496,動画勢w,1,,
6663.896,無邪気w,1,,
6665.925,かわいw,1,,
6665.965,うんま,0,,
6666.207,うっま,0,,
6666.449,うま,0,,
6666.606,やりたいw,1,,
6667.512,動画勢ｗ,0,,
6668.069,まじ便利ｗ,0,,
6668.436,いやうま,0,,
6669.325,すご,0,,
6669.501,！？,0,,
6669.867,うんま,0,,
6670.057,つっよ,0,,
6670.258,今もyoutubeで君らを見てるし,0,,
6672.313,！？,0,,
6672.514,うんま,0,,
6672.536,えぐい抜き,0,,
6673.832,やばい,0,,
6673.872,うまぁ,0,,
6674.331,しししーうま,0,,
6674.889,うっま,0,,
6675.317,ファッ,0,,
6676.306,がちか,0,,
6676.395,ちょっとよそ見ねw,1,,
6676.571,？！,0,,
6676.736,草,1,,
6676.771,草,1,,
6678.338,うま,0,,
6679.172,YouTubeでみた,0,,
6679.307,よそ見w,1,,
6679.802,あかぴゃつっよ,0,,
6680.729,うめえ,0,,
6682.387,ヘッショうますんぎ,0,,
6683.224,しししーうまっ！,0,,
6683.568,こわｗ,0,,
6685.467,ACE見えてきて草,0,,
6686.844,AQF全滅で草,0,,
6688.782,よそ見しちゃったかぁw,1,,
6689.141,うまいw,1,,
6689.754,ACEくるか？,0,,
6693.521,やっば,0,,
6695.762,ww,1,,
6697.246,草,1,,
6697.754,草,1,,
6699.858,オレウチアイシタイ,0,,
6699.999,w,1,,
6700.52,草,1,,
6701.142,トイレｗｗ,0,,
6701.168,でも…,0,,
6701.337,ｗ,0,,
6701.686,草,1,,
6701.691,GG！？,0,,
6701.881,早いってｗ,0,,
6702.336,GGww,1,,
6703.12,GGははやすぎるｗｗ,0,,
6703.165,ふわっち自由だなw,1,,
6703.43,gg,0,,
6703.628,ggはっやｗ,0,,
6703.778,草,1,,
6703.933,トイレ！？,0,,
6704.01,草,1,,
6704.334,ABO草,0,,
6704.36,草,1,,
6704.946,草,1,,
6705.522,弱音ぽろぽろでわろた,0,,
6706.42,ggすなw,1,,
6706.495,草,1,,
6707.139,草,1,,
6707.51,AQFさん？w,1,,
6707.54,草,1,,
6707.612,ww,1,,
6707.758,GGでたか,0,,
6708.241,草,1,,
6708.648,ggやめろｗｗ,0,,
6708.641,むりだよ;;,0,,
6708.689,トイレ行ってるやつもいます,0,,
6709.437,死にかけのセミ,0,,
6709.589,GG!わろた,0,,
6710.474,トイレｗ,0,,
6711.099,草,1,,
6711.324,ww,1,,
6712.729,w,1,,
6712.958,無理だよ…！,0,,
6712.972,GGは草,0,,
6713.253,ヤケクソgg草,0,,
6713.447,お漏らしggやめてw,1,,
6714.761,やばいｗ,0,,
6714.978,早漏ggやめてww,1,,
6716.377,はええええw,1,,
6716.526,まだ勝ってるからｗ,0,,
6716.582,あっ・・・・・,0,,
6717.348,草,1,,
6717.591,ww,1,,
6718.23,自由すぎる,0,,
6718.713,草,1,,
6719.844,気が削がれるw,1,,
6721.474,早漏GG出てますｗ,0,,
6724.65,草,1,,
6724.699,草,1,,
6724.919,そうなんだｗｗ,0,,
6725.239,あ,0,,
6725.274,雑談ww,1,,
6727.455,ん？,0,,
6727.781,草,1,,
6728.354,ほんまや,0,,
6728.649,外野ｗ,0,,
6728.888,それ見た目変わるやつ,0,,
6728.997,温度差ｗ,0,,
6729.381,目がボタンや,0,,
6729.839,ほんまかｗ,0,,
6729.824,自由やなw,1,,
6730.246,草,1,,
6730.568,ぽいねw,1,,
6730.672,ほんまや,0,,
6730.695,かわいい,0,,
6731.038,確かにw,1,,
6731.742,目がそんなかんじだよね,0,,
6732.283,ぽいw,1,,
6732.432,草,1,,
6733.01,ボタン目w,1,,
6733.195,たしかにww,1,,
6733.849,草,1,,
6734.784,あw,1,,
6735.249,草,1,,
6737.337,盛り上がるなw,1,,
6737.402,ｗ,0,,
6737.795,たしかにw,1,,
6737.897,nt,0,,
6737.904,草,1,,
6740.023,草,1,,
6740.458,りりさんほんと好き,0,,
6740.778,？？？,0,,
6740.96,草,1,,
6743.051,ntnt,0,,
6744.539,ないけず,0,,
6744.995,草,1,,
6745.076,あ,0,,
6746.173,w,1,,
6746.279,ないけず,0,,
6747.374,第五が出てくるとはw,1,,
6747.442,えw,1,,
6747.886,草,1,,
6748.576,nt！,0,,
6748.78,草,1,,
6751.256,草,1,,
6752.673,nt,0,,
6753.366,nt,0,,
6755.169,nt,0,,
6755.292,nt,0,,
6758.227,nt,0,,
6758.503,でも動きなよw,1,,
6760.422,エビオ間に合うか？w,1,,
6762.54,nt,0,,
6764.564,loser?,0,,
6765.167,エクス間に合うか？,0,,
6765.362,夢見ておやすみ,0,,
6765.905,草,1,,
6766.134,またかw,1,,
6767.623,じゃね？,0,,
6767.937,afk,0,,
6768.707,川までいくもんな,0,,
6769.011,abcdefg？,0,,
6769.379,エビオトイレ遅いよなｗ,0,,
6770.412,またw,1,,
6771.495,間に合ったww,1,,
6771.829,あっ,0,,
6771.916,ルーザーです、か,0,,
6772.869,えびおw,1,,
6772.939,はぁはぁルーザー,0,,
6773.654,V最思い出すなw,1,,
6774.125,ｵｯｶｲ,0,,
6774.178,相変わらずだなトイレ,0,,
6775.582,エクス？,0,,
6778.324,トイレ遠いんだったわ,0,,
6778.527,爆弾が,0,,
6778.953,川まで行ってきた？,0,,
6780.465,おおよかった,0,,
6781.672,草,1,,
6781.861,草,1,,
6783.018,ギリw,1,,
6783.233,えびおw,1,,
6785.279,草,1,,
6785.746,w,1,,
6785.925,えくすw,1,,
6786.194,草,1,,
6786.211,ふふふw,1,,
6786.984,草,1,,
6787.089,w,1,,
6787.305,おかえり,0,,
6787.438,間に合った！,0,,
6787.444,おお来たｗｗ,0,,
6787.525,草,1,,
6787.889,草,1,,
6788.101,ww,1,,
6788.311,草,1,,
6788.559,草,1,,
6788.969,草,1,,
6789.69,エビオｗ,0,,
6790.978,草,1,,
6791.347,ひまちゃんかわいいw,1,,
6791.471,草,1,,
6791.789,草,1,,
6791.88,草,1,,
6793.481,なんやねんw,1,,
6793.816,草,1,,
6794.555,草,1,,
6794.704,草,1,,
6794.736,エクスw,1,,
6794.778,AQFいいなあ,0,,
6796.418,なんなんその会話,0,,
6797.031,飯食ってんのw,1,,
6797.271,草,1,,
6798.33,エビオは大痔主だからな,0,,
6799.196,w,1,,
6799.826,草,1,,
6800.434,打ち勝てんなぁ,0,,
6800.613,飯食ったことにされたｗｗ,0,,
6801.284,どま,0,,
6805.65,びっくりKJ,0,,
6806.953,便所飯確定演出,0,,
6807.812,可愛いw,1,,
6809.048,うぉうぉさんうんまw,1,,
6809.464,毎回あかぴゃと出会うな,0,,
6809.501,しししーに狩られてるw,1,,
6811.272,うんま,0,,
6813.621,うま,0,,
6814.096,AIMええなあ,0,,
6814.299,うんま,0,,
6814.789,今の会話なんやねんw,1,,
6815.041,ないす！,0,,
6815.773,うま,0,,
6816.712,うっま,0,,
6816.955,うんまぁ,0,,
6817.174,うっま,0,,
6817.392,うま,0,,
6818.058,ナイス！！,0,,
6818.256,うま,0,,
6819.425,大痔主草,0,,
6820.669,オペうまいなあ,0,,
6821.931,全部おもろい,0,,
6822.042,うま,0,,
6822.189,nt,0,,
6822.342,おお,0,,
6822.641,あら,0,,
6822.817,nt,0,,
6823.075,nt,0,,
6823.869,おしい,0,,
6824.241,うめえ,0,,
6825.293,そっかAQFそろってるんかw,1,,
6825.612,うま,0,,
6826.43,nt,0,,
6827.018,nt,0,,
6827.637,nt,0,,
6827.963,nt,0,,
6828.071,オペうまいｗ,0,,
6828.266,いい勝負すぎ,0,,
6828.439,ハユンうっまww,1,,
6828.6,おしい！,0,,
6828.605,nt,0,,
6828.663,nt,0,,
6828.688,うわ,0,,
6828.847,nt,0,,
6828.949,おしぃー！,0,,
6829.78,nt,0,,
6829.824,つっよ,0,,
6829.924,nt,0,,
6830.752,わああああnt！,0,,
6831.073,nt,0,,
6831.199,おしい,0,,
6831.498,おっしい,0,,
6831.628,nt,0,,
6831.821,オペうま,0,,
6832.326,おしい,0,,
6832.806,うましゅぎ,0,,
6832.966,nt,0,,
6832.978,つえ,0,,
6833.066,おしーい,0,,
6833.373,nt,0,,
6833.962,惜しいぃ,0,,
6834.047,おもろいやんおもろいやん,0,,
6834.269,nt,0,,
6834.339,KRジェットオペつよすんぎ,0,,
6834.456,おしい,0,,
6834.91,nt,0,,
6834.926,nt,0,,
6835.085,ええ勝負やw,1,,
6835.322,まだこっから,0,,
6838.209,うっま,0,,
6839.7,オペが怖すぎる,0,,
6840.005,nf,0,,
6840.228,nt,0,,
6840.763,いい勝負,0,,
6840.873,一旦か,0,,
6840.886,nt,0,,
6842.845,いい勝負だー！,0,,
6843.395,良い勝負や,0,,
6845.946,いつの間にか流れ変わってた,0,,
6847.568,がんばれ！,0,,
6850.48,ハユンすごすぎる,0,,
6851.517,みんな上手いなー,0,,
6854.544,いい試合,0,,
6855.784,プレデターオペ上手い,0,,
6863.705,頑張れ〜,0,,
6868.779,いい勝負,0,,
6874.772,音すげ,0,,
6877.138,うわあ,0,,
6881.485,やべ,0,,
6884.093,あぶね,0,,
6886.706,きた,0,,
6888.266,あｗ,0,,
6888.696,ジャッジなんだよね,0,,
6891.086,んふふw,1,,
6891.216,あぶねえｗ,1,,
6894.869,ww,1,,
6897.722,わぁ～～～,1,,
6902.111,くるくるｗ,1,,
6908.672,おおお,1,,
6908.754,ナイスゥ！,1,,
6909.49,ななあああいｓ,1,,
6909.675,ナイスゥ！！！,1,,
6909.75,ナイスゥ！,1,,
6910.072,ええええええええ,1,,
6911.069,おおおお,1,,
6911.247,わああああ,1,,
6911.526,おおおナイス！！,1,,
6911.838,ナイスゥ,1,,
6912.31,ナイス！！！,1,,
6912.49,おおお,1,,
6913.057,うおおおお,1,,
6913.078,おお,1,,
6913.338,ナイス！,1,,
6913.407,nice！,1,,
6913.414,未来の人「今？」,1,,
6913.516,ジャッジなんだよねぇ！！！,1,,
6913.599,わぁお！,1,,
6913.85,ナイス！,1,,
6913.897,ないす,1,,
6914.41,ええええええええ,1,,
6914.393,うおおおおお,1,,
6914.586,おおおお,1,,
6914.778,ナイスゥ！！！！,1,,
6914.895,ナイス,1,,
6915.195,えぐーー,1,,
6915.373,うおおおないす！！！,1,,
6915.565,ナイス,1,,
6915.686,きもてぃー,1,,
6915.705,ないす,1,,
6916.646,ナイスゥ！,1,,
6916.889,うおおおおおお,1,,
6916.927,？！,1,,
6917.344,ナーイス,1,,
6917.391,ナイス,1,,
6917.555,ジャッジなんだよねえ,1,,
6917.586,うえ！？,1,,
6917.741,うっま,1,,
6918.316,わぁー！,1,,
6918.734,ナイス,1,,
6918.804,うおおおお,1,,
6919.005,ないす！,1,,
6919.178,ジャッジなんだよねぇーーーー！！！,1,,
6919.196,ナイスゥ,1,,
6919.314,ナイスゥ！,1,,
6919.385,ナイス！！！！,1,,
6919.425,ナイスゥ！,1,,
6919.527,あんた！！！,1,,
6920.309,ジャッジなんだよねぇ！！！,1,,
6920.797,つよーー,1,,
6921.063,ジャッジ戦隊かな,1,,
6921.092,ないすー,1,,
6921.12,ナイスー,1,,
6921.292,ないすううううううう,1,,
6921.499,やっばww,1,,
6921.657,ナイス！,1,,
6922.361,つよつよつよつよ,1,,
6922.365,うおおお！！,1,,
6922.813,えぐうううううううう！,1,,
6922.86,まじ,1,,
6922.933,ナイスナイス！,1,,
6923.292,ないすーーーー,1,,
6923.452,天才や,1,,
6923.507,やばいな、これは犯罪,1,,
6923.561,ま？！,1,,
6923.864,うま,1,,
6923.896,ナイス〜,1,,
6924.587,かっこ！！,1,,
6924.945,ないすぅー！,1,,
6925.107,うわぁｗ,1,,
6927.093,れちごー,1,,
6927.546,ナイス！,1,,
6928.696,パラとか関係ないんだよね,1,,
6928.743,れちごーーーー,1,,
6928.767,ジャッジなんだよねぇ,1,,
6928.773,まじか！！ないす〜,1,,
6929.222,ww,1,,
6929.334,ないつぅーー！！,1,,
6929.619,すごー！,1,,
6929.915,やっぱジャッジよ,1,,
6930.073,ナイスベイト,1,,
6930.193,えっぐい笑,1,,
6930.652,レッチごー！！！,1,,
6931.419,犯罪でーーーーーーーーす,1,,
6931.612,わあーーーーー！,1,,
6931.741,ジャッジなんだよねー！！！！,1,,
6931.907,ジャッジ最強！ジャッジ最強！,1,,
6933.941,ちょちょー！,1,,
6934.81,ww,1,,
6934.821,わぁ〜,1,,
6934.873,つーんよ,1,,
6934.939,精神を破壊するショットガン,1,,
6934.988,つよつよ,1,,
6935.136,なにこれ,1,,
6935.264,ジャッジなんだよねえ！！,1,,
6936.474,ジャッジなんだよねー,1,,
6936.921,ジャッジなんだよねぇ！,1,,
6937.14,ジャッチなんだよね,1,,
6937.229,ジャッジ最強,1,,
6938.197,ジャッジうまぁぁぁ！,1,,
6938.572,わぁ～,0,,
6938.669,わぁ〜,0,,
6939.291,えぐー,0,,
6939.626,今の勝てるの！？,0,,
