ラベル,コメント
0,らしいも何も8/31だし気が確かじゃないな
0,何でも罪を押し付けられているからあだ名がシャミ子の人
0,頭使いすぎて気持ち悪くなってきた
0,がんばりたくない・・・なにもかも・・・
0,なにが9月だ
0,メールで機械学会年次大会のお知らせとか来てワロタ嫌味か？
0,気持ち悪い(褒め言葉)展開がガチで気持ち悪い大学生出てきて終わった、言うことはわからんでもないけど高校生相手にキモすぎるでしょ
0,ぼっち気質の奴がなんかの要因で人間関係を持つと関わった人みんな苦労したり葛藤するっていう、考えてみればそりゃそうだよなって話なんですが、それが1人じゃない話だからグロい。
0,「ハブにする」を「人間関係の重要な結節点にする」という意味で使ってくる人
0,またなんつー時間にメールを送ってくれてんだ
0,「感情に理由をつけると認知が歪む」の成れの果てみたいな実例をたくさん見てきたので頷くことしかできない
0,思うことは色々あるけど今までなんとなくでやってきたので大層なこと言えません、って態度でいられないのは担ぎ上げられた人間の心理よね
0,推しが動くオタクを妬んでる
0,gravityのことgrabityって書いてたわｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗマジで馬鹿
0,同点HRかとｵﾓﾀ
0,付近で落雷
0,岡田が出て吉田が一緒に帰ってくる打線
0,雨雲レーダー見てこれはやべえわつって早く出てきたのに1粒も降らないこのザマは何なんだよ
0,京セラ以外で唯一調子よく投げられるのが所沢なのかな
0,ノーノーは消えるし大野は完投しても勝てないし吉田の連続安打も止まるし記録的には面白くない日だな
0,雷の音が途切れないでずっと響いてる  こわ
0,全財産の半分くらいゆうちょに預けてるから終わったかもしれん照
0,雷雨の中迎えに行く羽目になってずぶ濡れになるし、立駐でウインカー出さず縦横無尽に好き勝手してる車おるし、姉がアホだから甥が階段から落ちるしで気が抜けん
0,ゆうちょはドコモ口座との連携停止してないから今から被害に遭う可能性もあるんだよねえ普通預金全部引き上げても担定持ってるから自動貸付上限まで借金付けられるし口座解約する以外の自衛策ない
0,ゆうちょアホだし解約するか～
0,昨日から銀河運転開始か縁ない電車だけど
0,内容はただのジャンル分けです。
0,HGGってグリップめっちゃ簡単に取れるのとガチガチに固まってるやつで2分される気がするの
0,結局シオンさん以外みんな一回は顔出したね
0,雨は違憲
0,また闇ぶってかまちょしてる・・・
0,手段の目的化ってやつ
0,勝手にイラついて無駄にTL荒らしただけで俺以外誰も悪くないし全方位にごめんなさいと言うべき案件でした　反省します
0,昨日いきなりキチゲ決壊したのもめっちゃ勝手な感情論でならあっさり説明がついてしまう
0,今年最悪くらいの過集中と寝不足の反動でしんでた
0,「これで終わりにできるから」つってバッドエンドぶり散らかしてる
0,チタン製の塊を撃ち出すボトルマン
0,まさか一昨日じゃないよな？だとしたら露骨すぎる
0,お題箱もおふざけみたいな文章ばっか送ってたしなあ　と同時に送られる側でもあった
0,ランサーズで打ち合わせしてた人がいきなり規約違反なってアカウント抹消されてて草草じゃねえわその分の金補償してくれんのか運営コラ
0,えーーーーーーーーーーーーー今日は子守り分担できて楽だと思ってたのに・・・父さん遊びに行っちゃったよ　マジか
0,IHC無能か？
0,プロテイン安く買うチャンス逃したのが心残り・・・
0,クーポンとポイントの鬼になてり
0,雪乃に気持ちを伝えるときめちゃくちゃ下手な言葉を積み重ねたくせに、結衣には遠回しながらも一言でバッサリ行ってるのが・・・でも3期の間ずっとイマイチ見えてこなかった八幡→結衣の気持ちはこうでしたっていう答えとして完璧なのが辛い
0,まだその台詞の時点までなら解釈は分かれるけど、そのあとに続けた台詞からして八幡は最初からドライな見方をしてたんだろうなって
0,こんな調子で将来どうやって生きていくの？⇒心配しなくてもその将来が来る前に黒い染みになります
0,PNGの32bit→24bit変換するバッチ作るか(背景色は白)
0,pixivもコミッション参入してきたな
0,手持ち無沙汰になったとき用に集めた前面展望動画が全く消化できない_(´?`」 ∠)_
0,今日は仕事に育児です
0,ゲーム課金は艦これの母港枠2000円分しかしたことがない
0,ランチャーに設定したショートカットでもD&Dでパス渡せたしそっちで問題なかったわ
0,1日1日着実と「黒い染み」に近づいている
0,ふぉろわ～！が「何者か」になると何者にもなれていない自分に狂いそうになる
0,"もしかして近いうちに""出尽くして""死ぬのではと思い始めてきた"
0,地震！！！！
0,過集中終わった、泥モード入ります
0,今日のうちに出来ることはやっておかないと明日以降が怖い
0,検索してみたけど「そう…」って感じだった、使い所nullでしょ
0,豊橋民だから水曜は休みです
0,HDDとSD各1つ買う必要が出てきた、自分用じゃないから懐は痛まないけど選ぶのがめんどくさい
0,pixivリクエストの相乗り機能これクラファン的な使い方していいよって話じゃねえんだ・・・使い道が限定的すぎね？
0,お題でガヴ描いたときにこれ言われたのは覚えてたけど俺のリプがマジモンのカスだな　なんて失礼なことを
0,(夜更かしモードに入ってしまった)
0,実際ｇｏｔｏｲﾄｳって1食1000円以上使うのに何も抵抗ない貴族にお金使わせるやつなんでしょ
0,対楽天戦で山岡が好投して中継ぎが燃えるの開幕戦と同じじゃねーか
0,さすがにやること多すぎて疲れたのでそのまま寝よう
0,TLによく現れる財布持ってない人 中野一花の声で台詞が再生される
0,「お願いする予定で考えています」と言ってくる人のために時間を空けておく必要はないことに最近気づいた
0,昨晩あたりから鬱転気味で気力わかなくてやばい
0,ランサーズつながんね
0,お世話になっております。
0,鉄道忘れ物市見たけどシグノが1本だけ10円で売られててあとはペン回し的に用なし
0,収集ガチってたときはリサイクルショップ回ってバザーの開催日も調べて色んな経路で探してたな
0,FANBOXは気が付いたら1つ上位のプランにしてるし、Fantiaは気が付いたらチップ送ってる。怖い
0,この時間は無謀な運転する車多くて怖い??
0,眠すぎる
0,眠気を気合いで抑えて仕事してたら体震えてきた
0,さすがに今日は忙しかったのもあって眠すぎる　ねよ
0,今日の昼間に知ったアニメだからTLでちょこちょこ話題出てたのも今知ったね
0,2期でも2-4の仕様はダルいままなんだなあ
0,GYAOのクオリディアコードこれ放送版と全く同じに見えるんですけど(4話の作画ウンチシーンが全く変わってない)
0,円盤で全然修正されてねーじゃん！って言われてしまってたのは顔を描き直さなかったからなのかな6話7話の変顔ラッシュ直ってなかったら多分何回見ても笑っちゃうんだが
0,1～4話は内容が面白くないんで別に適当でもいいんですけど(※個人の意見です)
0,今日はやたらと眠い
0,かえって混乱を招きかねない
0,久し振りに寝ルンストの定理って言う
0,1ヵ月経っても何も成長していない
0,普段俺ガイルのこと「くっさぁ…」とか言ってるわりに自分は登場人物の悪い部分の煮凝りみたいな性格してることに絶望する
0,もう26ですよ、26なのに
0,なんもわからん
0,結局一日中同じことを考えていた
0,毎日代わる代わるしんどいことが出てきて精神的に厳しい
0,わー朝が来てしまうー( ；∀；)
0,ついに本番だよどきどき、やばいどきどき、あっはっは＼(^o^)／
0,あああもうだめだ、大腸菌ミニ染色体複製系が頭から離れない
0,あかん…!!これはあかんやつや…!!!!(ToT)
0,どうでもいいことなんて無いから、幸せだしつらいんだよね(´-ω-`)
0,世間が夏休みだってことを忘れて 外に出ると 痛い目に遭う 精神的に
0,なんでよ、なんでや、なんでですか…なんでなの、こんな大事なときに。ほんと何なの私の免疫機構…
0,いい加減テスト期間終わって……… 夏休み来て……… 頼むよ…………
0,空が綺麗すぎて生きるのがつらい
0,やめてくれ………(´-ω-`)
0,焦りは禁物………!!
0,つらい…干からびそう…かえるだけに
0,つまり取り逃し(T_T)げじさん怖えぇ(T_T)(T_T)(T_T)
0,どすこい
0,早く着きすぎて開いてないよ～……(T_T)(T_T)(T_T)
0,帰れない。かえるなのに(´；ω；`)
0,今から予言しておこう。 明日絶対迷う!!!!はっはっは＼(^o^)／
0,来るぞ来るぞ台風が来るぞ～!!!((o(￣ー￣)o))
0,やんぬるかな
0,しんじたくない…
0,せっかく時間があるのにこれじゃ何にもできないじゃんか…じゃんかじゃんか…(ノ_＜。)
0,せなか全体的にめっちゃこってる～いたい(T_T)猫背め………
0,頭めっちゃいたい！！うそでしょー……
0,アルコールかぶれ酷い(;o;)(;o;)(;o;)
0,定演お疲れ様でした！ 感想は、まだうまくまとめることができませんが、嬉しさと感謝で大半を占めていることは確かです。 4年生との最後の演奏会であるという事実、まだ受け入れきれていません……が、少しずつ前に進んでいきたいです。本当にお疲れ様でした…本当に、ありがとうございました！！
0,全くもってナンセンスなウイルスだな(憤慨)
0,まゆきさん
0,自分がパンになる夢見た イースト菌足りなくてふくらまなかった おじさんに怒られた かなしい
0,"""取引成功しなかったはずのデビット払い、後で確認すると口座から差し引かれてた。現金でも支払ってるので、二重払い。断固抗議ということで、ホテルのオーナーへ返却要求メール（国外にいるため、電話できず）。"""
0,ドラゴンって何？と聞く現地人。空飛ぶ蛇、と答える日本人ボランティア。
0,農村にて「お昼ご飯を用意してます。ネズミは食べますか？｣→「た、食べてみたいけど今日はご勘弁を。｣　いつか食べる日が来るのだろうか。
0,今日モザンビークは祝日(勝利の日)。1974年9月7日に当時宗主国であったポルトガルとルサカ合意を交わし、植民地体制を終わらせた。
0,子どもを迎えにベビーカー引きながら歩いてたら、小学校低学年の女の子グループに「あれー？赤ちゃん乗ってなーい。変～｣とツッコミいただいた。
0,ドタキャンに怒るのは、100%相手が来ると思ってるから。
0,地方出張最終夜、全室50%のホテルが僕を迎えてくれた。調子に乗ってデラックスルームにしようか迷ったけど、普通に一番安い部屋を選んだ。お湯の出ないデラックスに未練なし。
0,バイクタクシーの移動の際は、サングラスをかけよう。人の視線が気にならないし、虫も眼に入らない。今日はかけ忘れて、虫が眼球を直撃した。取れたのか眼の奥に行ったのか、どっちなんだろう
0,Boa tarde Sr.Tambem、というメッセージを現地スタッフから受け取った。予測変換で入力したんだろう、名前が微妙に僕じゃない。
0,出張先の郡にて。宿の部屋をレセプション（警備員？）のおっちゃんに案内してもらったところ、その部屋のトイレをおっちゃんが使い始めた。長かったので、おそらく大だろう。違う部屋に泊まることにした。
0,こっちが証拠を見せても頑なに主張を曲げず、嘘の話をドンドン作り上げていくスタッフ、ちょっとこわい。。
0,プライベートジェットで来る人達とバイクタクシーで合流する自分。この格差は一体・・
0,自宅でコンセント部分がバチバチいい始めたので、ブレーカー落とした。暗闇の中、修理できる友人を待つ。
0,Tr?fico humano n?o ? solu??o da vida(人身売買は生活の改善策じゃないよー):そんな歌詞の歌が流れてきた・・その通りだ。
0,先月やった日本メディアの特番関連のリサーチ業務、蓋を空けてみたら僕のリサーチ内容はほとんどカットされてた(みたいだ)。現実は辛い。
0,ただの感覚だけど、現地の治安が悪くなった気がする。こういう時は今まで以上に周囲に気を配る必要あり、もう首絞められるのはごめんだ。
0,トン単位の密輸出が日常的に行われているのに、数十キロの合法的な輸出が税関で無意味に止められる現実。
0,北部カボデルガド州で連日報道されてる、武装集団による襲撃事件。政府は一時的な問題と言っているけど、象牙や鉱石で儲けまくってる集団だから、よっぽどの事がない限り撤退しようと考えない。
0,深爪のせいか、はたまたサンドバック叩いてたせいか、右手薬指が腫れ上がってものすごく痛い。もしかして・・ヒビ入ってるのか？
0,メール受け取りました、というメール、全員へ返信するのをやめてほしい。個別に送ろうよ・・
0,僕の中では90%ぐらい詐欺だと思ってる商取引、騙されそうになってる現地人に警告してるけど信じてもらえない。僕の信用度は詐欺師以下だったのか・・
0,首都マプト、邦人の強盗被害が多くて恐い。北部ナンプラ州はぶつかりスリ多発だけど、首都は銃持って家入ってくるらしいので、レベルが違う。
0,足踏みひったくり、なるものが現地で流行っているらしい。「お前足踏んだだろ｣と突っかかってきて、注意を引き付けた隙に他の人間がひったくりしてくるらしい。車間距離と人間距離の確保はここでは大事。
0,久しぶりにあった現地人に「おー久しぶり！刑務所にでも入ってた？｣と軽い冗談言ったら本当だった件。無実の罪で半年間捕まってたらしい、これから倍返しするとのこと。
0,モザンビークのSNSの広まりはすごい。路上ライブで現地音楽を披露したら、あっという間に拡散され、動画2万回再生を超えた様子。ただなぁ、言っておくがなぁ、僕らは日本人だ。中国人として拡散中の無念さ。
0,1週間前に農業局前で盗まれた車、今日聞いたら見つかったらしい。オーナーが政府職員で、コネ使って警察包囲網作って発見、てな流れ。なんだろう、すごいモヤモヤする。
0,自社加工施設から数百メートル離れたガソリンスタンド2店、先日襲われたらしい。警備員や働いてたスタッフは縄で縛られてボコボコにされ、重態。僕らの施設は囲いもないからマズイな・・
0,最近、夜中に銃声が聞こえる頻度が増えてきた(遠くでだけど)。安心して寝れる環境だけで幸せなのか、と思う。
0,Bizfastというプロバイダーからの返答によると、モザンビーク側がライセンス料を払わず2年ぐらい問題を先伸ばしにしてたためサービス停止したとか。
0,ニュースだけで判断すると、アンゴラとモザンビークの社会問題は似てる。性犯罪、汚職、資源依存、など。ゾウが農地を荒らして困ってる、というのはモザンビークではあまり聞かない問題だったけど。
0,"首都マプトにて、4,000円ぐらいのそこそこのゲストハウスに宿泊中。隣の白人男性二人組が現地売春婦を呼び込んでいる中、日本人からもらったカップラーメンを音を立てながら食べてやろうと思ってます。"
0,tolerancia de pontoと言う言葉、日本語訳が難しいのだけれど、『労働免除』みたいな意味。祝日以外の日に対して「この日は働かなくていいですよ」と政府が宣言する。年末年始とか。
0,アカウント乗っ取りに遭った。『Twitterと関係ないサービスやウェブサイトによって、このアカウントは乗っ取られています。』とのこと。パスワード変更して再ログインできたけど、一瞬ドキッとした。
0,今日から15日にかけて、過去10年間で最も強いサイクロンがモザンビーク中部に上陸するみたいだ。僕の住む北部でも雷雨、強風の可能性があるので、注視する必要あり。
0,現地語を話そうと試みている日本人と、現地語を覚える気のない現地人、前者の方がコミュニティに圧倒的に受け入れられる。たとえコミュニティの人が共通語(ポルトガル語)を流暢に話せても。
0,今年の居住ビザ更新は、労働許可証の更新も重なって10万円以上飛んでいく・・ボランティアに戻ろうか。
0,現地人に相談したところ、放火の原因は限りなく「恨みや嫉妬を抱いた何者か」の犯行とのこと。そうでないことを期待してるけど、そうだったら速攻で引っ越そう。
0,間違い電話にかけ直して「いや、あなたに電話してませんよ」と言われた時の虚無感・・
0,モザンビーク中部Manica州で、野党Renamoがこっそり若者を雇い、軍事トレーニングを行なっているとのこと。ソースはラジオモザンビーク。今年の大統領選挙、5年前みたいに内紛起きなきゃいいが、たぶんある。
0,ラインで、アカウント乗っ取られた人から「近くのコンビニで○○カード買ってきて」と頼まれましたが、近くにコンビニないのでお断りしました。
0,省庁でのプレゼンを終え、颯爽と首都から立ち去ろうとしたところ、「飛行機4時間半遅れるから」とチェックインカウンターで言われた時の虚無感。
0,モリンガ乾燥葉40kgを車で運搬中、検問に止められた。交通警官「免許証、保険、三角提示板見せろ」税関「お前これはドラッグだろう！書類を見せろ」一般警官「レッドブル買って」言葉は違えど、全員から「金を搾り取ってやろう」という気持ちがヒシヒシ伝わってきた。
0,頼んだ時は快諾するのに、いざ仕事の際に音信不通になる人が結構多い。できません、と事前に言ってくれたらどんなに有難いか・・。
0,モリンガ加工施設のある郡から僕の住む街(ナンプラ)の夜の移動、バイクは絶対にやめたほうがいい。道中、ワイヤーを張ってバイクを待ち構える強盗がいるらしく、被害者続出とのこと。おそろしや・・
0,知人から聞いた話:大統領の息子がフランシスコ教皇へ30万ドルのRolex時計をプレゼントしようとしたところ、「私にとって、一番のプレゼントは神のご加護です」と受け取り拒否された。教皇は、滞在中のホテルも当初提示されていた所より安価でシンプルなホテルを要望した。
0,時々、隣人のおばちゃんにお金を要求される。「孫がお腹を空かせている」「電気代が払えず困ってる」など。隣人に関しては、僕の家への放火疑惑があるため、拒絶は得策ではない。と頭ではわかっていても、タダでお金を渡すのは抵抗がある・・
0,南アの外国人排斥暴動を受け、南アへの移民者の多い国(モザンビーク、ナイジェリア等)で、一部市民が南ア車両やスーパーなどへ報復行為をしている。モザンビークでは、Matola市の国道上にバリケードを張ったり、路上でタイヤを燃やしたりといった騒ぎが起きている。首都在住者はご注意を。
0,選挙キャンペーン中の基本注意事項1. 政党が集まっている場所には近づかない2. 夜の不要な外出は控える政党同士が出会うと暴力行為が発生する可能性が高いので(実際発生中)、その場に直面しないよう気をつけること。
0,野党RENAMO軍「Junta Militar」が、ついに襲撃を開始。Gorongoza郡の商店を襲い金品強奪。
0,Zamb?zia州Quelimane市に、父親が与党で郡知事だが、野党を応援している人がいる。その人が何者かに襲撃され、血だらけになっている写真がSNSで拡散中。父親は選挙キャンペーンを停止し、息子のいる500km離れた場所へ行ったという。今年の選挙は、血生臭い。
0,モザンビークに戻りました。滞在地ナンプラへ戻ってビックリ、平日なのに街の活気が無い。与党の全面勝利、という選挙速報に不満を持った人が大量にいて、近いうちに必ず何か起きる。みんなそれを知っているから、外出を控える傾向にあるとのこと。
0,モザンビーク銀行から民間銀行への指示により、来月11月までに個人情報を更新しないと、銀行口座が凍結されます（個人口座が対象）。銀行によってはネット上で更新申請できるので、早めに必要書類を集めて更新したほうがいい。
0,今回の修理項目・水ポンプ修理・蛇口交換・水漏れ修理・水道管交換・電気修理5箇所修理してもらい、支払いは6千円弱。料金はこちらから提示。
0,モザンビーク中部、北部の電柱が風や雨でいくつか倒れてるようで、一部地域は停電しているとのこと。数年前、北部でメインの送電塔がぶっ倒れた時は、ナンプラ市内が1ヶ月以上電気の無い状態だった。その悪夢が再び来ないためには・・祈るしかない。Vamos rezar a Deus
0,昨日、モリンガ加工施設へ行くと謎の2人組が敷地内にいた。何してるの？と聞くと「雨宿りしてました」とのこと。いた場所はほとんど雨を凌げない場所だったけど。おそらく彼らは泥棒の類で、加工施設に金目の物がないか調べに来てたと推測。年末年始は治安が乱れるので、要警戒。
0,モザンビークのVodacom社が、公務員間の通話料無料サービスを開始した。本サービスを登録してる人同士じゃないと無料にならないので、「登録してる？」っていう確認の会話が大量発生すると予想
0,人は命の危険が迫った時本性が出る。数年前、首絞め強盗に遭った。後ろから首を絞められ、数名に囲まれた。その時とっさに出た言葉が「う・・・持っていっていいよ」だった。それ以来、僕のプライドは姿を消した
0,よっしゃー通訳の仕事入ったから自己投資するか！そう思って仕事する前から先行投資してたら、コロナ問題によって通訳業務が消滅しました(先方からは無期限延期、と通知が来た)。覆水盆に返らずとはこのことか。Goodbye MY生活費
0,モザンビーク、4月1日から非常事態宣言が発令。どうなるんだろう・・・
0,昨日、具体的な生活制限が政府から公表された。テレビで確認したので細かい部分は要確認だけど・自転車、バイクタクシー:営業停止・公共交通機関:定員の3分の1でのみ運行可・ビザや運転免許証などの行政手続き全般:発行停止(期限切れても6月30日まで有効)・ジムやバー:営業停止混乱必至だ
0,週末前、初めて日本にいる人達から「オンライン飲みしましょう！」と誘われてウキウキお酒を買ってみたら、その飲み会が来週に設定され絶望。そんなのモザンビークのオフライン飲みよりスピード遅いよ・・オンライン飲みデビューは遠い
0,明日、モザンビークの緊急事態宣言の期間が終わる。延長の線が濃厚。焦点は規制レベルが3から4へ上がるかどうか。モザンビークは他のアフリカ諸国と比べ規制が緩い、と知人から指摘されたが、今より厳しくなると目に見えて困る人が出てくる。ので、容易に規制レベルは上げれない。難しい・・
0,先日、近くの郡で民家10軒が燃やされる事件があった。イスラム過激派の反抗の可能性もあるので、州全体が警戒している。別の郡に住む知人農家に連絡したら、彼の住むコミュニティでコレラが蔓延し、人がたくさん亡くなっているという。コロナが霞む問題が、周囲に溢れている。
0,だーー！！ゴマ栽培激しく失敗した！！収量少なすぎて利益ゼロということで次は野菜栽培だー
0,今聞いたら、マスクのサイズが小さいと警察に絡まれるとのこと。アゴの部分までしっかり覆わないとダメとのことで「あなたのマスクサイズは小さいから、警察にぶっ叩かれるわね」と言われたので外出自粛します。
0,僕の住む街で、マスク未着用の子ども150人が警察に補導された。徹底するのはいいのだが・・・警察の敷地に子どもたちが密集して座っている映像を見ると、これはこれでマズイのでは？と思う。
0,国際郵送について、現状対応しているのはエチオピア航空と契約を結んでいるDHL。モザンビーク郵便局はモザンビーク航空と契約を結んでおり、モザンビーク航空は国際便の就航停止中なので自動的に郵送も止まっている状態。
0,同じ街にいた協力隊から「やんびーさん、現地の友人が強盗9人組に入られてボコボコに(脚とか刺されて)やられたそうなので、気をつけてください！」と注意喚起が。・・・南京錠を高いやつに買い換えるか。
0,保健省によると、僕の住むナンプラ市では全地区でコロナのコミュニティ感染が確認されており、もっとも感染リスクに晒されているのはマーケットの売り子。先日ケール卸先を探すため中央市場へ行ったところ、入り口に手洗い場所も無く驚いた。対策を怠る場所があったら他の人たちの努力が無駄になる。
0,印刷されてたプリント類が消えて、それをもう一度刷る時ソートで印刷しちゃって踏んだり蹴ったり
0,中央快速すぐ止まる…
0,メディ女集合写真うつりそびれてショック
0,あー計画性なさすぎて授業準備終わらん
0,チャイ語落ちたし英語1クラ(？)になってしまったし、言語の神様に嫌われてる気がする
0,スタバのイチゴのやつ売り切れててショック…
0,数学のシケ対ってヤバイものなの…？ちょっと怖くなってきた
0,今日のパワーワード「かぼし」
0,夜の新宿こわい ちょっと歩いただけで数人のおじさんに声かけられた
0,カエル解剖したらその後もふとした瞬間にカエル臭が蘇ってきてきつい
0,ほぼオールして山に登るの自殺行為な気がする
0,人生で1番喉が死んでる 早く寝ます
0,ボードゲーム行きたかった…
0,飲み会の楽しさと怖さを同時に知った
0,マスク忘れた。死亡
0,日焼け止め忘れた…
0,なんか夜って無性に切ない
0,質問箱ブームはんぱないけど頑として乗らない予定
0,スペ語教科書忘れた。死亡
0,こわっ…私じゃないって信じたい
0,ライブと保護者会が被ってることに気づいて号泣 あああああああああああああいやだああああ
0,眠い
0,なんか変だと思ったら無意識に別の駅でおりちゃってたしもう今日はダメな日だ
0,今日も逆向きの電車に乗っちゃった…バカだ…
0,絶起して和洋ダッシュしたらこけて膝から出血…やらかした…
0,ついったもいんすたもめんどくさくなってきた
0,今日食べたもの:ニューデイズのおにぎり(鮭)、ニューデイズのおにぎり(昆布)、ニューデイズのおにぎり(ツナマヨ) QOL最悪や(..)
0,さくらんぼ食べてたら、まだ食べてないやつから幼虫出てきてトラウマになった
0,京浜東北死んどる 案の定1限登校無理や
0,足捻った…
0,アカペラ行きたすぎた… 朝急用ができたせいで行けなかったぁぁぁあ
0,はいっ平成最後の夏も浴衣で花火デートは実現せず終了することが確定しましたーーー
0,二週間で3回焼肉食べ放題はやばい… 胃の限界を3回突破しました(*_*)
0,炎色反応したせいでガラス棒割れて手切った…代償大きすぎ（ ; ; ）
0,なぜかお家に向かっている私…。新幹線には果たして間に合うのかっ？！
0,がっつりドタキャンされてつらみ
0,今日の名言「スピードは決闘」
0,バスの中で運転手さんと二人きりなの怖い…
0,教習所苦手な教官に当たる率高い…
0,disasterすぎる
0,大事な日ほど絶起してしまって申し訳なさすぎる…しかも焦りすぎてズボン前後ろ逆だしw
0,すっぴんで授業してしまった…何かを失った感がすごいな
0,火曜ばっかり朝人身事故起こすのなんなん…
0,サブウェイ破産は悲しいな…
0,え、マテリアクレープ閉店…
0,明日テストだってことを今思い出してしまった
0,自分がラインあみだくじ作ると絶対自分が当たってしまうのなんなん…＿|￣|○
0,車校で朝イチからキャン待ちしても乗れなかったから、ただただ教習所で2.5時間自習しただけの人になってしもた…
0,お金なさすぎて、Suicaにもほぼ入ってなくて現金もほぼなくて駅から出られない人になってしまった…おわた…
0,足全体筋肉痛に加え、足裏の水ぶくれがあるし、連日の食トレのせいでお腹もやばいし、スキー行ったら遭難してしまいそう
0,眠いけど喉と鼻が死んでて寝てもすぐ起きちゃう地獄
0,テレビでやってるクマ襲撃事件が怖すぎて単語どころじゃない…
0,こえーー知らないおじさんに抱きつかれた、、心臓止まるかと思った
0,冷静に令和のはじめの朝に4時前起きはきついな…
0,変な時間に寝落ちたら、寝てる間に色んな人にスタ爆してしまってて怖すぎる…
0,溝の口バス乗り場二つあるのは罠すぎる…(-_-)
0,単語に追われながら裁縫する辛さは計り知れない
0,弁当をトイレで洗う芸人についになってしまった（ ; ; ）
0,睡眠をどのタイミングでとるかの戦略を立てねば、、二徹は死ぬ、、
0,深夜のナンパこっわ、、暑いのに凍り付いてしまった無理、。
0,喉がお亡くなりになってしまった、、
0,喉痛すぎて寝れん…授業して悪化しないわけがなかった、、
0,生き急ぐのも良くないと人生ゲームで学ぶ夜
0,うそやん、部活も試合も全てコロナでなくなってしまうのかーーーーー
0,3/27-4/1の海外旅行がなくなってつらみざわの極みなので、みなさん遊びに誘ってくださいーー｡ﾟ(ﾟ´ω`ﾟ)ﾟ｡
0,東洋医学GW明けに試験なのかぁ、、今年もGW遊べんやんーー
0,やば、家からワンブロック先ぐらいでクラスター発生しとるんやが、、
0,女バレの新歓垢に付き纏うJK(おそらくキモおじさん)の対処に心身を削られてるのが最悪すぎる
0,虫垂とは？という素朴な疑問をぶつけたい笑
0,今日外サウナばりにあっつい
0,家の超近くで大規模飲食店クラスター発生してるし、父と弟はこないだその辺でガッツリ外食してたなーー(遠い目)
0,スライド11/61しか終わってないのはさすがにバグw
0,ジョンヨン悲しすぎる…ゆっくり休んで欲しい(/ _ ; )
0,純粋な疑問なんだが、ストーカー的な行動する人って、それによって好かれるとでも思ってるのかな
0,わけわからん
0,j.n.dJust Notice Difference
0,雲が白く見える原因→太陽光が雲を通過するとき、すべての波長が一様に散乱するため、すべての波長が含まれた色＝白に見える
0,上司の方が｢これからは○○のリーダーとかボランティアではインパクトが薄いよね」って言っておられた
0,ホワイトアスパラ＝アンデスの塩＜＜＜＜＜超えられない壁＜＜＜＜たこ焼き
0,問十二、夜空の青を微分せよ。街の明りは無視してもよい
0,GWってGorden Workerとかの略なん？
0,同じ時間を共有するってとても大事な事やと社会人になって常々思う
0,1日に摂取してよい糖分量は20gコーラ1本にスティックシュガー30本分の砂糖が入っているちなみに1本につき5g
0,自分はコミュニケーション能力高くて、プレゼン力はある方やと思っててんけどな。。。めっちゃショック
0,会社の中でライアーゲームしてると感じるぐらい人間関係に不信感抱いてる
0,明後日は自社のステークホルダーと自社が扱ってるロングテール商品とCSのリサーチ、それに対するPLを作らなあかんとかめんどくさ。。。
0,ライオンの顔→凛々しい→真剣
0,リラックス脳内パッとスカッと君との関係まるでマスカット
0,いつもいる人が今日も絶対そこにいる保障なんてなんてないのよ
0,先輩に愛想ないって言われた笑つら
0,20歳未満でsnsにお酒飲んでる写真とかあげてる子って馬鹿なん？
0,時間と距離ってあんまり関係ないんだよね気持ち次第
0,本来は三日間北海道の予定やったのに(´･ω･`)
0,でも正直タブレット交換は駅通過時の刹那感が好きなので、もう見れないと思うと生まれてきた時代を間違えたなと……
0,知ってる俳優さんがどんどんいなくなる悲しみ
0,全てを雪のせいにしていた頃が懐かしい…
0,路線としての考えって多分2つあって、 ・自分が走り続けること ・その地に鉄道が走り続けること で上官が来たとこはこの2つのせめぎ合いで苦しむけど、お兄ちゃんは1つ目がほぼないんだろうな。
0,車内放送とか通過駅ホームの文字とか泣くしかない。
0,長崎本線死亡のお知らせ
0,ポットのクエン酸消毒ですら誤飲するのに…
0,柏餅ってつぶこし以外にみそとかあるから第三勢力……
0,是非とも間違えて欲しいが、 雪が全てを否定する…… 在来線は雪に弱いのだ………
0,あ?????古参ってみんな身勝手なの！？ 成長して欲しくないって言っておきながら成長したらしたで今度は上司であることを求めるその姿勢よ…… 小さい頃に教育しなかったでしょうが！
0,S「昔は感覚で動かしてたんですけどいろいろ自動化し始めると一気に処理が早くなりましたね。本数減ったっていうのも大きいですが今はかなり楽です。」 TH「私のほうは昔は北の方が複雑で支線も多かったですから忙しくはありました。現在は上官のお陰様で担当範囲が大きく減少致しましたので。」
0,うわーーー！ 結局みのりラストラン行けなかった
0,東モノさん、千葉モノさんに目が似てるなって思ったけど大体ちばーずはみんな目が似てる。
0,兄さんを兄さんと定め、弟が従ったという点が青鉄の根幹を成しているのではないかと思う。
0,妄想の段階ではいい感じなのに文字に起こすと途端に輝きが消え失せるの何？
0,ろくでもねえ
0,悲しいなぁ… 
0,許さねえ…（約2年振りの課金）
0,猫知多さんはいいねと思っていいねしてないのでダメ
