投稿時間,コメント,ラベル
9565.22,ないふぁい:_じーじー:,0
9566.121,:_じーじー:,0
9570.945,ないふぁい！,0
9571.228,ないふぁい:_じーじー:,0
9571.677,ないふぁい,0
9572.675,ないふぁい,0
9580.456,ｗｗｗｗｗｗｗｗ,0
9580.485,だわせおったな,0
9580.714,wwwwwww,1
9581.16,ﾄﾞﾝﾏｲﾄﾞﾝﾏｲﾅｲﾌｧｲﾅｲﾌｧｲ,0
9581.707,でたwwww,1
9584.891,ﾄﾞﾝﾏｲﾄﾞﾝﾏｲﾅｲﾌｧｲﾅｲﾌｧｲ,0
9586.413,あったなぁwww,1
9588.842,www,1
9588.975,懐かしいなwww,1
9589.409,夢女子卍會wwwwwwww,1
9589.464,ｗｗｗｗ,0
9589.571,懐かしい,0
9589.999,www,1
9590.141,wwwwwwwww,1
9592.056,ｗｗｗｗ,0
9592.769,ｗｗｗ,0
9596.143,あったなぁｗｗｗ,0
9596.3,草,1
9597.674,安置外での戦いw,1
9598.224,あんちがいなのに３縦されたやつwww,1
9598.491,まんじかいかw,1
9600.743,懐かしすぎるｗ,0
9601.338,3タテシーン,0
9604.405,あったな道連れ3タテw,1
9604.84,懐かしいw,1
9609.05,wwww,1
9610.863,ww,1
9611.839,ﾄﾞﾝﾏｲﾄﾞﾝﾏｲﾅｲﾌｧｲﾅｲﾌｧｲ,0
9611.78,カワセミがw,1
9613.866,懐いな,0
9614.402,オリンパス得意だったからなおのことねw,1
9615.953,ｗｗｗｗｗｗ,0
9617.373,ｱﾝﾁｷﾞﾘｼﾏｼｮｳ,0
9622.096,wwww,1
9625.271,夢女子3タテ,0
9625.984,でたw,1
9626.503,懐いなぁ,0
9628.237,みんないけると思ってたw,1
9630.368,あれかｗｗ,0
9635.127,WWWWWWW,1
9636.205,だるまさんが上手すぎたw,1
9639.032,www,1
9639.762,wwwwwww,1
9640.07,ｗｗｗｗ,0
9645.119,草,1
9645.177,www,1
9648.911,wwwwwwww,1
9650.245,www,1
9650.258,ｗｗｗ,0
9652.802,絡み薄かったもんなぁまだ,0
9657.457,www,1
9657.757,今だったら死体撃ちまでいけるでしょｗ,0
9659.028,だるまつよ！ってなった,0
9659.543,アークスターブッ刺されたやつw,1
9663.062,これで次回からめちゃくちゃなるなｗｗ,0
9664.87,お互い凄いの出ちゃうｗ,0
9665.878,直後にだるまさんも死ぬのが芸術点高いんよなあれ,0
9667.399,最強の台パン出そうw,1
9670.536,極上の台パン飛び出てた,0
9679.173,でけえ！w,1
9686.825,あったか金バックきちゃ,0
9688.705,弓はまずいw,1
9691.854,ライフラ金バッグあっちぃ,0
9696.331,弓持たれたらｗｗｗ,0
9699.611,まっずいｗ,0
9699.494,wwwwwwww,1
9700.167,そうだったwww,1
9700.213,ｗｗｗ,0
9702.871,まずいwwww,1
9705.019,www,1
9706.264,www,1
9707.162,www,1
9708.081,毎日投稿されちゃう,0
9708.19,予行演習始めたって,0
9708.789,ｗｗｗ,0
9711.356,乗っ取られるwww,1
9713.396,wwww,1
9715.262,ちょっと見たいかも,0
9716.076,ｗｗｗ,0
9716.752,毎日投稿w,1
9736.42,英語のライフラいいよな,0
9740.81,水耕から来そう,0
9758.495,:_nice:,0
9761.357,:_nice:,0
9761.484,ないすｗ,0
9762.07,:_nice::_nice::_nice:,0
9762.804,:_nice::_nice:,0
9763.848,wwwないすぅ！,1
9763.8,:_nice::_nice::_nice:,0
9764.446,:_nice:,0
9764.613,:_nice:,0
9765.367,:_nice:,0
9765.453,:_nice::_nice:,0
9766.207,:_nice:,0
9766.804,:_nice::_nice:,0
9769.848,:_nice:,0
9776.661,:_nice::_nice:,0
9776.722,ナイス〜,0
9777.337,:_nice:,0
9777.513,気ぬけねぇ,0
9784.527,ベッチ注意ベッチ注意,0
9787.732,記憶ないなった？,0
9792.974,ないす！,0
9797.529,なかったw,1
9798.867,なかった,0
9804.065,気ぃ抜いたらあかん,0
9807.338,漁夫ないなったｗ,0
9808.862,きた？,0
9815.659,逆にねwwww,1
9851.562,ワンチャンあるなぁ,0
9855.141,ポイントオーバーすぎるw,1
9863.081,つよ,0
9872.4,このメンバーのcrカップはあつい,0
9874.267,:_nice::_nice:,0
9875.331,:_nice::_nice:,0
9876.128,:_nice:,0
9876.143,:_nice::_nice:,0
9876.154,:_nice:,0
9876.174,:_nice::_nice::_nice:,0
9876.217,:_nice::_nice:,0
9876.234,:_nice::_nice:,0
9876.97,ないすー,0
9877.652,:_nice:,0
9882.007,:_nice:,0
9884.422,:_nice::_nice:,0
9884.802,Carの腰撃ちうまい,0
9885.692,:_nice::_nice:,0
9885.642,:_nice:,0
9890.075,:_nice::_nice:,0
9890.298,ないすぅ！！,0
9894.72,ナイス〜,0
9909.298,警戒してたら来ないなw,1
9921.924,腰撃ちはマジで良い武器なんだけどなぁ,0
9942.291,もしかして本当にｵﾔﾝﾐタイムきた？,0
9943.846,バレてーら,0
9965.954,あっぶな,0
9969.165,:_nice:,0
9972.706,やっばcarミットレンジムズいなぁ,0
9979.849,強いなまじでw,1
9983.04,:_nice::_nice:,0
9993.247,wwwwwwww,1
9993.412,wwwwwwww,1
9993.737,wwww,1
9993.743,www,1
9994.096,wwwwwwwww,1
9994.275,www,1
9994.224,ｗｗｗｗ,0
9994.383,そっちかww,1
9994.458,:_nice::_nice:,0
9996.414,そっちかよwwwwwww,1
9996.954,ｗｗｗ,0
10000.112,ww,1
10000.728,wwwwwwww,1
10004.018,ww,1
10004.481,ｗｗｗｗｗｗ,0
10005.735,なんでｗｗｗｗ,0
10012.206,そっちwww,1
10013.107,まっずい,0
10014.342,ｗｗｗｗ,0
10015.729,飛んできたw,1
10016.685,飛んできた！？,0
10020.609,すれ違いコントしたw,1
10023.442,完全に脳みそフリーズしてたwww,1
10027.657,誘拐かとおもったw,1
10028.487,1歩る,0
10035.601,光に群がる虫が沢山来たw,1
10037.494,20歩くらい下がってる,0
10038.865,こんひなー,0
10051.876,たーーーww,1
10053.051,wwww,1
10053.957,漁夫多すぎるw,1
10054.092,よくたえた！,0
10054.577,:_sad:,0
10054.584,www,1
10054.963,:_angry:,0
10055.822,ぎゃー,0
10056.763,ｯﾀﾞｰｰ,0
10057.964,:_sad::_sad:,0
10058.413,たーーーーーー,0
10060.243,んっだぁー,0
10061.115,たー－－ｗｗｗ,0
10061.37,モッッタァ〜〜〜,0
10063.464,たーーーー！！！,0
10068.14,ﾀｰｰｰｰｰｰ,0
10068.468,なんでみんな来るんだよｗ,0
10071.689,だ！！！！！！！！！！,0
10072.886,ﾀﾞｰｯ!!!,0
10076.36,たーーー,0
10080.011,うま,0
10082.212,うま,0
10083.088,うっま,0
10084.004,うま,0
10084.553,うま,0
10086.069,うあわうっまい,0
10088.881,さすがのウィングマン,0
10088.844,うmq,0
10097.773,ないすぅ！,0
10107.995,おーまい,0
10109.292,omg,0
10109.83,うっま,0
10116.193,脱がされたか,0
10116.393,白wwww,1
10123.54,嘘やんw,1
10123.604,漁夫えぎぃwww,1
10123.733,えぇ…,0
10129.471,えぐいて,0
10134.767,えっぐいｗ,0
10136.729,えぎゅい...,0
10139.014,無限漁夫ｗ,0
10140.78,別パえぐｗｗｗｗ,0
10142.468,ｵﾔﾝﾐタイムまだだった,0
10146.421,もう0時なるって！,0
10146.863,話が違うｗ,0
10153.146,www,1
10153.565,おーーーwww,1
10153.742,:_nice:,0
10162.167,おw,1
10162.332,一般通過きた？w,1
10170.86,すげぇｗ,0
10179.787,いい逃げw,1
10179.736,ｗｗ,0
10182.65,いいよwwww,1
10191.694,有坂タクシーきたｗ,0
10192.089,www,1
10194.422,SEPPUKU,0
10194.288,切腹w,1
10198.293,接吻にせん？,0
10201.536,責任おっもｗｗｗ,0
10202.601,ジャパニーズハラキリ！？,0
10207.818,Japanese HARAKIRI,0
10214.72,物資えぐそw,1
10215.001,:_nice:蘇生,0
10215.133,切腹回避,0
10215.872,切腹回避ｗ,0
10216.809,:_nice:蘇生,0
10226.616,戻るはいかつい,0
10229.378,:_nice:蘇生,0
10229.735,:_nice:蘇生,0
10235.364,:_nice:蘇生！,0
10241.3,:_nice:蘇生！,0
10244.046,テルミあったからかてるな,0
10264.098,バチ持ってないかぁ,0
10264.847,いけんのか？www,1
10283.01,武器わけあったw,1
10285.245,ハイド気を付けて,0
10305.886,２年後に,0
10314.594,タケノコの残飯漁るしか,0
10331.007,青アーマー:_nice:,0
10336.106,ラッキー青アーマー,0
10338.857,青マ:_nice:,0
10339.629,？？？「残飯うめー」,0
10347.879,デスボがちぃ？,0
10366.836,板うまい？,0
10400.041,プラウラー不安感,0
10403.242,ﾃｰﾃｰﾃｯ,0
10467.847,めっちゃ壁に飛んできててこわ,0
10474.627,痛い:_sad:,0
10511.711,アンチカットしか勝たん,0
10533.454,:_nice:,0
10551.229,:_nice:,0
10552.262,:_nice::_nice:,0
10554.607,:_nice::_nice:,0
10556.649,:_nice:,0
10557.414,:_nice::_nice::_nice:,0
10558.098,:_nice:,0
10558.743,:_nice::_nice:,0
10559.343,:_nice::_nice:,0
10559.821,:_nice::_nice::_nice:,0
10560.248,:_nice::_nice::_nice:,0
10560.561,ないすぅ！,0
10560.774,:_nice::_nice:,0
10561.496,ナイスゥ！,0
10561.963,:_nice::_nice::_nice:,0
10562.359,:_nice::_nice:,0
10562.365,wooo,1
10562.457,ww,1
10568.252,物資来ちゃーーーー,0
10570.575,フラトラでけえ,0
10571.021,:_nice::_nice:,0
10571.236,:_nice::_nice::_nice:,0
10572.576,:_nice::_nice:,0
10573.181,うめー,0
10573.452,ないす！,0
10573.73,:_nice::_nice::_nice:,0
10575.68,物資潤ったなぁ,0
10579.365,懐かしのフラットライン,0
10582.454,ナイス〜,0
10584.186,勝ったな,0
10590.346,ヘビー被りしてるのか,0
10598.947,heavy emo,0
10599.146,あちちち,0
10607.372,たたかえやんじゃだめやん,0
10612.637,まだ７部隊なの？？？,0
10613.798,三重弁出てる,0
10619.839,減りおっそいわね,0
10623.762,この環境でヘビー被りっていう,0
10655.396,:_nice:,0
10655.978,:_てんさい:,0
10656.3,ﾄﾞｽｹﾍﾞﾏｼﾝｻﾞﾘﾁｬｰｼﾞ,0
10665.02,だ「ちょっと待って…アレテキ？！」,0
10679.43,プロバブリー,0
10692.733,全部破壊しようwww,1
10732.496,:_nice:,0
10733.027,:_nice:,0
10734.168,:_nice::_nice:,0
10736.342,:_nice:,0
10737.878,:_nice:,0
10738.002,:_nice::_nice:,0
10738.22,:_nice:,0
10738.432,キャラコンうまかったな,0
10741.75,:_nice:,0
10741.976,:_nice:,0
10742.881,:_nice:,0
10742.952,www,1
10745.892,wwwqw,1
10749.049,:_nice::_nice:,0
10751.194,:_nice::_nice:,0
10753.323,ひぇっ,0
10754.671,動き凄かったな,0
10759.183,漁夫って勝ちになるか否か,0
10759.665,がんばれ！,0
10759.978,チャンポンあるで,0
10796.726,お？,0
10799.636,え？,0
10799.67,あれw,1
10799.968,ん？,0
10801.715,どこだ,0
10802.867,ん？,0
10803.461,ん？,0
10803.551,ん？,0
10804.062,がんばれぇ！！！,0
10807.461,終わった？,0
10808.362,あれ？,0
10809.218,あれ！？,0
10809.472,１人ずつか？,0
10812.231,ん？,0
10812.54,ん？,0
10812.94,おや？,0
10816.677,上かな？,0
10818.304,3v1v1,0
10818.523,どこ？,0
10818.919,神隠し？,0
10820.26,lurker,0
10820.136,敵さんどこにいますかぁー？,0
10820.71,ニンポ！？,0
10832.738,あれれ,0
10832.782,どこいった？w,1
10835.042,おったｗｗ,0
10839.48,www,1
10843.575,？？,0
10845.868,:_nice:,0
10846.034,:_nice:,0
10846.624,カクカクカクカク,0
10851.638,www,1
10852.435,ないちゃん！:_じーじー:,0
10852.629,:_nice::_nice::_nice:,0
10852.765,:_じーじー::_じーじー::_じーじー:,0
10852.798,:_nice::_nice::_nice:,0
10853.199,:_nice::_nice::_nice:,0
10853.229,ないすー,0
10853.4,:_nice::_nice::_じーじー::_じーじー:,0
10853.698,:_じーじー::_じーじー:,0
10853.857,:_nice::_nice::_nice::_じーじー::_じーじー::_じーじー:,0
10853.874,www,1
10854.22,wwew,1
10854.569,:_nice:,0
10855.668,wwww,1
10855.734,:_nice:,0
10855.709,:_nice::_nice::_nice::_じーじー:,0
10856.282,wwww:_nice::_じーじー:,1
10856.278,ないちゃん！！！,0
10857.156,ないちゃんｇｇ,0
10858.216,ないちゃーん！,0
10858.193,？？？？,0
10858.914,:_nice:,0
10858.928,:_nice::_nice::_nice::_nice:,0
10859.114,ないちゃん,0
10859.167,nice champ!,0
10859.113,ブラハ2位で草,1
10859.119,ないすちゃんぽん,0
10859.327,ナイスゥ,0
10859.601,:_nice::_nice:,0
10859.967,ぬるっと終わった,0
10860.333,:_nice::_nice::_nice:,0
10860.618,GG!,0
10860.94,ないすーGG,0
10860.896,ないちゃん:_じーじー:,0
10861.175,ナイスゥ,0
10861.439,:_nice:,0
10861.501,刺されるの草,1
10861.751,ないちゃん:_nice::_nice::_nice:,0
10862.143,:_nice::_nice::_nice::_じーじー:,0
10862.886,ないすぅ〜,0
10862.952,:_nice::_nice::_nice:,0
10863.127,abunai,0
10863.247,:_nice::_nice::_nice:,0
10863.309,ないすぅ！！ｗ,0
10863.629,ないちゃん！！！,0
10864.079,ないちゃーん,0
10864.02,なんやこれ笑笑,1
10864.132,:_nice::_じーじー:,0
10864.181,:_nice::_nice::_nice:,0
10864.159,:_nice::_nice::_nice::_nice::_nice::_nice::_nice::_nice::_じーじー:,0
10864.329,何気にこのブラハ順位2位まで上げたなｗ,0
10864.63,ないちゃんGG,0
10865.483,ｗｗｗ,0
10865.354,ナイス〜！！GG！,0
10865.747,www,1
10866.052,:_nice::_じーじー:,0
10866.111,ないすう,0
10866.839,:_nice::_nice::_nice:,0
10868.302,www,1
10869.344,ないちゃーん,0
10869.505,:_じーじー:,0
10870.87,:_じーじー::_じーじー:,0
10870.87,wwwwww,1
10871.375,:_じーじー::_じーじー:,0
10872.132,:_nice::_nice::_nice::_nice:,0
10872.217,:_nice::_じーじー:,0
10873.134,残り3部隊だったからねw,1
10873.664,擦ってたね,0
10875.246,ワンチャン危なかったw,1
10875.585,www gg,1
10875.993,GG:_nice::_nice::_nice::_nice:,0
10876.788,ないす！,0
10879.078,nice！,0
10879.947,チャンポンうめぇ,0
10882.676,ブラハと違う部隊だったか,0
10885.284,ないすう！,0
10885.566,えっぐwww,1
10887.14,gg,0
10887.78,2人ともダメ数ww,1
10888.372,ないちゃん:_じーじー:,0
10890.918,:_nice::_naa::_noo:,0
10891.507,ないちゃん！,0
10894.616,ｇｇ,0
10895.008,あの漁夫生き残ってちゃんぽんえぐいwww,1
10899.611,ようやくw,1
10903.34,０時だから・・・？,0
10907.013,:_じーじー:,0
10909.516,ようやくだねw,1
10913.37,gg!,0
10920.403,盛れてはいるんよねw。キルポだけで,1
10928.144,ｵﾔﾝﾐタイム？,0
10930.227,0時予想は正しかった...？,0
10933.234,なるほど…,0
10934.072,やっとエンジン掛かりましたね,0
10934.451,23時じゃくて24時だったかぁw,1
10937.069,みんなひなーのチャンネル観てる,0
10939.218,なるほどねww,1
10939.359,2時間以上やってやっとチャンピョン,0
10939.486,24時の法則？,0
10941.981,いくんか,0
10945.386,0時回ったからここからかなw,1
10956.845,24時の法則か？,0
10957.772,やっとか,0
10965.404,逆にcわいたりせんよね？,0
10965.478,こっから盛ろう,0
10968.327,その法則だと金土やない？,0
10972.673,母「あんたいつまでやってんの早く寝なさい」,0
10973.403,豚汁食べよ,0
10983.471,豚汁？,0
10989.224,じゃがりこうまうま,0
10990.619,まぁ、3人の合計同接5万くらいいるからそういうことよね,0
10991.199,豚汁リベンジくるか,0
10991.952,配信中よう食べるねw,1
10994.397,配信中しか食べないの！？,0
10994.48,まぁなんかしらたべるね,0
11002.083,wwww,1
11005.365,www,1
11010.84,www,1
11013.05,www,1
11013.169,www,1
11013.592,www,1
11015.906,スープ飲んでたのは結構前やねw,1
11024.07,wwwwww,1
11027.892,スープの時期あった,0
11028.643,よくおぼえてんなぁ,0
11041.427,わかる,0
11049.425,トイレとセットでスープタイムだったね,0
11050.328,トマトスープしかかたん,0
11072.293,スープ時代懐かしい,0
11106.334,:_nice:,0
11107.319,だるまさん3.4万人も観てるw,1
11113.12,:_nice::_nice::_nice:,0
11114.303,:_nice:,0
11114.53,:_nice:,0
11115.741,:_nice:,0
11115.854,:_nice::_nice:,0
11116.776,:_nice:,0
11116.955,:_nice::_nice:,0
11118.087,ないすぅ！,0
11118.909,:_nice:,0
11121.57,:_nice::_nice:,0
11124.385,:_nice::_nice:,0
11125.281,:_nice::_nice:,0
11130.088,コッキング:_sad:,0
11130.658,声掛け熱いなw,1
11131.737,ナイス〜,0
11138.672,:_nice::_nice:,0
11147.245,でも1番かっこいいSG,0
11147.426,www,1
11155.307,ピーキーってなんでマジで当たらないんだろ,0
11160.474,www,1
11161.959,www,1
11164.535,ってか誰か弓使ってない？ありぴ？,0
11170.296,www,1
11171.114,www,1
11172.154,:_くさぁ:,0
11174.407,ｗｗｗ,0
11178.874,www,1
11184.076,www,1
11197.224,たけやぶにたけたてかけられたから,0
11199.362,wwwwwwww,1
11200.869,となりのたけがけにだれたけたてかけた,0
11211.038,【たけたてかけてみた】,0
11212.1,この竹垣に竹立てかけたのは竹立てかけたかったから竹立てかけた,0
11212.314,何系YouTuber？,0
11218.327,竹やぶにたけ立てかけたのは,0
11223.265,【検証】竹やぶに竹立てかけてみたwww,1
11224.291,動画のタイトルやめろw,1
11225.322,隣の竹はよく竹食う客だ,0
11225.958,かきくえばかねがなるなりほうりゅうじ,0
11227.429,かみまみた,0
11228.35,青カピバラ赤カピバラ黄カピバラ,0
11229.909,たけがきに,0
11230.638,竹藪に竹たてかけた,0
11236.333,夜にかけてみた,0
11242.774,みたいw,1
11243.978,隣の竹垣に竹立てかけたのは竹立てかけたかったから竹立てかけた,0
11247.469,竹藪に竹立て掛けたのは竹立て掛けたかったから竹立て掛けた,0
11247.801,大物YouTuberで草,1
11250.607,ひかさまレベルやん,0
11251.056,たけ「がき」,0
11255.19,逆よw,1
11258.051,wwww,1
11267.679,この竹垣に竹立てかけたのは たけ立てかけたかったから竹立てかけたのだ,0
11275.644,www,1
11276.154,竹垣か,0
11281.716,早口言葉じゃなくても竹立て掛けたって言えないわ,0
11286.275,この竹って竿竹のことなんだっけ？,0
11286.642,www,1
11291.991,www,1
11292.813,www,1
11294.356,www,1
11294.598, 3000万.w,1
11296.083,www,1
11296.582,それは無理そうだなw,1
11297.387,ｗｗｗ,0
11301.475,ｗｗｗ,0
11306.424,www,1
11315.829,フルダイブしてたwwww,1
11317.542,毒矢実装されたんか,0
11320.26,www,1
11322.764,使ってたのか,0
11327.284,www,1
11334.139,アミュスフィアじゃないと危ないよ,0
11336.366,竹立てかける動画235回再生であったで,0
11343.805,保護色でw,1
11345.591,すんごいジブラルタル,0
11346.151,えw,1
11346.899,www,1
11346.944,ｗｗｗ,0
11350.3,ねぇwwwwww,1
11350.361,www,1
11352.781,w,1
11353.204,同化ww,1
11353.871,www,1
11364.11,:_nice:,0
11364.341,:_nice::_nice::_nice:,0
11364.833,こんばんは初見ですチャンネル登録と高評価押しました,0
11367.802,敵(本物),0
11368.112,:_nice:,0
11369.466,本物いたねw,1
11372.128,同化してたw,1
11373.062,:_nice::_nice:,0
11373.822,迷彩だったなwww,1
11373.85,:_nice::_nice::_nice:,0
11374.014,www,1
11374.283,www,1
11374.375,ｗｗｗｗｗｗ,0
11376.433,www,1
11377.775,:_nice::_nice:,0
11377.907,おもろいのやめてってwwwwwwww,1
11379.673,すっごい隣にいたw,1
11382.069,:_daipan:,0
11382.989,:_nice::_nice:,0
11382.973,:_nice::_nice::_nice:,0
11384.425,wwwwww,1
11384.53,本物w,1
11384.539,どうかしてるぜ！,0
11385.084,www,1
11386.86,ｗｗｗｗｗ,0
11388.07,www,1
11392.974,本物おったなぁｗ,0
11400.724,カモフラ率高かったけどwwww,1
11416.812,擬態してたw,1
11421.718,このありぴとひなーのだけで盛り上がるのシージでもあったなw,1
11424.845,www,1
11432.518,まじでにらめっこしてたwwww,1
11432.487,ｗｗｗ,0
11435.463,wwwwww,1
11436.007,www,1
11438.482,www,1
11439.268,www,1
11439.817,wwwwww,1
11440.208,www,1
11442.843,www,1
11446.544,ｗｗｗｗｗ,0
11447.265,色々起きた結果何も起きなかった,0
11448.133,ｗｗｗｗ,0
11454.491,ばか面白いｗｗｗ,0
11454.33,www,1
11491.995,心臓w,1
11492.957,わらいすぎやね,0
11500.445,誰のせいやろなあ,0
11505.289,川崎病か？,0
11506.671,やばい、酸素ボンベもてこなきゃ,0
11507.397,これスマブラまでされますか？,0
11529.646,のだめみたいな叫び声ｗｗ,0
11530.174,Re.？,0
11531.338,いい削り,0
11535.697,うまい,0
11536.057,つよー,0
11543.533,:_nice:,0
11544.635,:_nice:,0
11545.944,カービンの当て感ほんと凄い,0
11553.071,あぶねーwww,1
11557.434,:_nice::_nice:,0
11558.399,:_nice::_nice:,0
11558.542,:_nice::_nice:,0
11561.268,オクタンめっちゃおる？www,1
11566.217,別が早いw,1
11566.391,:_nice::_nice:,0
11567.113,:_nice:,0
11574.173,:_nice::_nice:,0
11575.973,やばいガンガンくる,0
11576.295,:_nice::_nice:,0
11576.668,別は話違うな,0
11580.902,オクタンが増殖？,0
11581.151,:_nice::_nice:,0
11581.245,:_nice::_nice:,0
11590.094,wwwwww,1
11592.291,www,1
11608.34,やべぇw,1
11611.078,えぐいｗ,0
11611.183,ww,1
11611.296,えっぐｗｗｗｗｗ,0
11612.425,投げもんやばいw,1
11612.952,www,1
11613.145,ｗｗｗｗ,0
11613.663,Too many grenades www,1
11614.21,エグいw,1
11614.233,投げ物地獄,0
11614.475,えぐwww,1
11614.827,えっぐいwwwwww,1
11615.631,グレえぐいw,1
11618.948,ヤバすぎ,0
11618.795,えっぐいwww,1
11620.219,すごw,1
11620.383,やばｗｗ,0
11620.401,ボマーおったw,1
11622.172,殺意が高すぎるw,1
11622.991,グレ5個くらいきたww,1
11622.994,グレえっぐ,0
11623.461,一生分のグレ飛んできたやん,0
11623.463,グレの量ww,1
11624.082,無限グレｗｗｗｗ,0
11625.101,wwwwww,1
11625.667,えぐいいいいwww,1
11627.772,すげぇぐれw,1
11627.707,多すぎwww,1
11628.329,さらべつwwwww,1
11628.343,えっぐいｗ,0
11628.347,地獄を見たような叫び,0
11633.325,あれが地獄か,0
11635.131,2年？,0
11635.173,グレと漁夫凄い,0
11638.322,0時じゃまだあかんか…,0
11656.077,だるまさんよく生きたなぁ,0
11660.075,言うてもう5部隊w,1
11667.19,ないすぅ！,0
11667.33,うまい,0
11667.323,うまーいw,1
11668.21,うっま,0
11672.331,うんま,0
11672.959,お！？,0
11684.233,おおおおお,0
11685.54,うんめーい,0
11686.002,つえー！,0
11686.294,うっまい,0
11686.417,うめぇ,0
11686.627,つんよwww,1
11686.734,うんま！,0
11688.091,つっよ,0
11688.02,うっま,0
11688.293,うますんぎ,0
11688.401,:_nice:,0
11688.791,だるまさんすげぇ！,0
11689.312,つっよ,0
11689.452,:clapping_hands::clapping_hands::clapping_hands:,0
11691.551,つおおおい,0
11692.53,うま,0
11694.646,強すぎｗｗ,0
11694.776,つんよ！,0
11695.909,うま,0
11697.477,つっよ,0
11698.587,うまいwww,1
11699.645,うまい！,0
11699.576,うめええ,0
11701.237,上手い！,0
11701.532,あ,0
11704.317,あ,0
11705.178,あれ！？www,1
11705.488,おっ？,0
11705.743,なんかおるｗ,0
11705.876,まさかw,1
11706.799,あ,0
11708.782,なんか目の前でwww,1
11708.905,あっ,0
11709.355,未来のワンパダウン,0
11710.383,やっべw,1
11711.319,さすだる,0
11711.859,あ,0
11717.073,さすが3タテしただけはある,0
11718.413,物資つくってくれるとかまでぃ？,0
11721.148,ｗｗｗ,0
11724.089,なんかいるww,1
11725.695,まっずい,0
11739.205,あなたとすごしーたひーびをー,0
11752.607,死んでみたりょーかい,0
11755.75,おしいいいい,0
11756.744,:_sad::_sad::_sad:,0
11757.377,ないふぁい:_じーじー:,0
11757.907,ないふぁいww,1
11758.43,おっしい！！！！！！！！,0
11758.942,:_sad::_じーじー:,0
11759.135,oof,0
11759.747,おしいなぁ〜,0
11761.53,:_sad:,0
11762.123,ないふぁい:_じーじー:,0
11762.958,:_じーじー:,0
11763.137,ないふぁい,0
11764.842,ないふぁい:_じーじー:,0
11765.141,:_sad::_sad::_sad:,0
11765.196,おしいいい,0
11765.876,nf !,0
11766.613,おしいいい！,0
11766.892,おしいいい,0
11766.993,おしい,0
11767.562,NF:_じーじー:,0
11767.859,うわお,0
11768.344,ないふぁい,0
11769.308,ないふぁい:_じーじー:,0
11769.852,言動がだるさかに染まっとるｗ,0
11770.036,ないふぁい！,0
11770.706,www,1
11771.453,ないふぁい:_じーじー:,0
11771.424,ないファイ:_じーじー:,0
11772.003,報告の大切さ,0
11775.066,:_じーじー:,0
11776.272,ないすぷらす,0
11777.624,ないふぁい,0
11779.77,:_じーじー:,0
11780.463,いってらっしゃい,0
11780.896,いってらっしゃい,0
11780.847,いってらっしゃい,0
11782.69,いってらっしゃい,0
11783.108,いってらっしゃい,0
11783.255,いってらっしゃい！,0
11783.532,ないふぁい,0
11784.949,いてら,0
11787.424,いてらー,0
11788.088,御手洗了解,0
11789.418,いってら,0
11789.602,いてら,0
11794.92,いってらっしゃい,0
11796.033,行ってらっしゃい,0
11797.536,マッチしたけど大丈夫か？w,1
11797.544,あのだるまさんのクラッチかっこよかったなぁ,0
11801.124,いってらっしゃい,0
11806.282,めちゃくちゃ盛れてるの草,1
11808.759,ソロチャンピオン取りに行ったな,0
11817.232,wwwwwwwwww,1
11837.104,バロからのあぺのはがち,0
11844.544,おかえりなさい,0
11844.766,おかえりなさい,0
11846.912,おかえり〜,0
11847.293,おかえりなさい,0
11847.704,おかえり,0
11849.555,おかえり,0
11849.987,リピーターでしょ,0
11851.608,おかえりなさい,0
11851.783,おかえりなさい,0
11854.221,おかえり,0
11855.556,おかえり,0
11857.723,おかえり,0
11858.834,おかえり,0
11858.948,おかえりなさい,0
11860.529,おかえり,0
11861.136,おかえりなさい,0
11864.394,おかえりなさい,0
11865.098,おかえりなさい,0
11867.086,おかえりなさい,0
11876.046,おかえり～,0
11878.336,おかえり,0
11881.55,キャラコン？,0
11883.155,おかえり,0
11883.465,wwww,1
11891.123,だるまさんにポイント追いつかれてない？笑,1
11895.124,www,1
11921.604,オアシスしかかたん,0
11929.135,ww,1
11931.885,ポキ農懐かしきランドマーク,0
11936.885,www,1
11940.711,www,1
11947.864,www,1
11952.065,ギスペックスくる？,0
11956.234,www,1
11956.213,切り抜かれるって,0
11956.724,www,1
11960.698,www,1
11961.345,ｗｗｗ,0
11965.324,wwww,1
11966.633,wwwwww,1
11967.275,www,1
11967.297,www,1
11968.98,気まずくなってきたなぁww,1
11970.759,ｗｗｗ,0
11971.635,ｗｗｗ,0
11971.935,もうすっごいんだからwwww,1
11972.855,始まったw,1
11973.07,ｗｗｗｗ,0
11975.643,wwwwww,1
11975.815,ｗｗｗｗｗｗ,0
11976.064,www,1
11976.369,ｗｗｗｗｗｗ,0
11976.862,ww,1
11977.704,えぐいwww,1
11978.959,ｗｗｗ,0
11978.885,wwww,1
11979.578,:_くさぁ:,0
11980.504,始まったよww,1
11980.675,wwww,1
11981.76,始まったw,1
11982.117,wwww,1
11982.551,www,1
11983.124,ｗｗｗｗｗ,0
11983.703,久しぶりに聞いたなこの流れw,1
11984.146,なにこれw,1
11985.556,ｗｗｗｗ,0
11985.805,めっちゃ静かになったw,1
11985.834,www,1
11986.526,(でも好き),0
11987.114,ｗｗｗｗ,0
11988.303,だるさかてぇてぇ,0
11988.964,ママーの,0
11989.298,おわった？,0
11989.714,wwww,1
