時間,コメント,ラベル,,,,
8601.369,たらちゃん？,1,,,,
8601.325,ハァイ,1,,,,
8601.914,鯛！,1,,,,
8602.309,声たっかww,1,,,,
8602.368,ﾊｧｲ！,1,,,,
8602.475,カルビィ！？,1,,,,
8602.577,肉のカルビィ,1,,,,
8602.623,Cラッシュみたい,1,,,,
8603.356,いくらちゃん,1,,,,
8603.578,まねっこおもろいw,1,,,,
8603.932,たっか,1,,,,
8605.064,ﾊｰｲ！,1,,,,
8605.33,似てるw,1,,,,
8605.541,カルビィかわいいね,1,,,,
8605.628,ﾊｧｲ!,1,,,,
8605.838,擦るねぇｗｗ,1,,,,
8605.923,かるびぃおもろ,1,,,,
8606.035,雰囲気いい泣ける,1,,,,
8606.188,カービィ葛葉？！？！？,1,,,,
8606.334,ﾊｧｲ,1,,,,
8606.339,にてる,1,,,,
8607.479,ﾊｧｲ,1,,,,
8607.549,楽しんでない？,1,,,,
8608.047,音圧ww,1,,,,
8608.039,カルビィ,1,,,,
8608.346,笑笑,1,,,,
8608.704,気に入ってんなｗ,1,,,,
8608.942,たらちゃん,1,,,,
8610,肉のかるびぃでたね,1,,,,
8612.498,ハァイ,1,,,,
8612.603,カルビィ,1,,,,
8613.011,肉のカルビィ,1,,,,
8613.904,たっか,1,,,,
8614.151,よーその音域でるな,1,,,,
8614.652,かるびぃもいます,1,,,,
8614.816,カルビィ好きだわ w,1,,,,
8615.016,おかわりください,1,,,,
8615.897,もう改名しろｗ,1,,,,
8616.098,ﾊｧｲ︎,1,,,,
8616.117,カービィもいます,1,,,,
8617.346,似てるｗｗ,1,,,,
8618.118,肉のカルビィｗｗ,1,,,,
8618.21,腹いてえww,1,,,,
8619.113,私がやったｗ,1,,,,
8621.444,あ！カルビィか！笑,1,,,,
8622.355,この空気になれるのがいいよなこのチーム,1,,,,
8624.793,アフショナイス,0,,,,
8624.803,神！,0,,,,
8627.238,消し飛んだw,0,,,,
8629.246,アフショで粉々,0,,,,
8630.318,カスカスのカービィいたなw,0,,,,
8631.568,かるびマジで良くなってるな,0,,,,
8633.912,モクいないの神すぎ,0,,,,
8636.208,シュラステギリ逃げれ無かったな,0,,,,
8641.791,えっぎいウルト,0,,,,
8643.608,大会あるあるのＣオーメン狩り,0,,,,
8644.986,くるくる,0,,,,
8646.949,時間見てよ,0,,,,
8649.027,ぽよぽよ,0,,,,
8652.256,ぽよぽよヴァンダル,0,,,,
8665.804,神グレ,1,,,,
8666.05,ママー！,1,,,,
8666.554,すげえ！,1,,,,
8666.565,ナイスすぎる,1,,,,
8666.586,きゅーちゃん！,1,,,,
8668.05,きゅぴさまああｗ,1,,,,
8668.069,うまいぃ,1,,,,
8668.267,それは神,1,,,,
8669.436,うっまあ,1,,,,
8669.946,きゅぴちゃん！,1,,,,
8670.067,わーー！,1,,,,
8672.258,ないすうう！,1,,,,
8672.28,スーパープレイ,1,,,,
8673.776,今のかっけえ！,1,,,,
8674.122,やったー！,1,,,,
8675.676,クラッチクイーン！？！？,1,,,,
8677.687,すごすぎる,1,,,,
8677.869,ないすうう！,1,,,,
8677.949,ナイスうう,1,,,,
8678.319,天才だああ,1,,,,
8678.466,ママぁぁ！,1,,,,
8679.55,ナイスだぁーー！,1,,,,
8680.677,これIQ200,1,,,,
8682.212,きゅぴさん！,1,,,,
8683.417,うまいうまい！,1,,,,
8683.481,つよすぎるうう,1,,,,
8683.702,キタキタキタ～！先に王手かけた～！,1,,,,
8683.932,きゅぴ最強！,1,,,,
8684.158,ナイスすぎる,1,,,,
8684.25,ないす！？,1,,,,
8684.633,きゅぴさん頭でっか！,1,,,,
8685.056,これはビッグマム,1,,,,
8685.513,ないすうう！,1,,,,
8685.697,うっまい！,1,,,,
8686.027,おほー,1,,,,
8686.259,オホー！w,1,,,,
8687.977,きゅぴさぁん！,1,,,,
8688.411,きちゃあ！,1,,,,
8688.447,勝ち取ろう！,1,,,,
8689.419,うひょー！,1,,,,
8690.305,ママァー！,1,,,,
8690.317,最高だよ,1,,,,
8691.602,ナイスゥぅぅ,1,,,,
8692.061,勝てる勝てる！,1,,,,
8694.672,きゅぴちゃん！,1,,,,
8695.251,うますぎいいー！,1,,,,
8695.382,Cラッシュ決められそうだけど,1,,,,
8695.442,ナイスティムすぎる！,1,,,,
8695.863,最高や,1,,,,
8696.061,優勝するぞ！,1,,,,
8696.605,こことろこころと,1,,,,
8697.433,いけいけいけ！,1,,,,
8697.654,あと一本です…！,1,,,,
8697.932,チーム最高かよ,1,,,,
8698.256,なんか泣ける、,1,,,,
8699.515,フラグやめて,1,,,,
8699.76,オッホ！,1,,,,
8699.87,いけるぞー！がんばれーー！,1,,,,
8699.936,うますぎぃい！,1,,,,
8700.34,マツチポインツ？！,1,,,,
8700.425,まさかこのチームに初めての負けを！？,1,,,,
8700.373,狭い撃ち合いやだもんねｗ,1,,,,
8700.572,毎ラウンド誰かが救ってる,1,,,,
8700.657,うっひょー,1,,,,
8700.697,ノー歯茎頼んだ,1,,,,
8700.921,ママああー,1,,,,
8701.561,いける,1,,,,
8702.536,きゅぴさんナイスです！,0,,,,
8702.568,mom?,0,,,,
8702.596,きゅぴち！,0,,,,
8703.325,フルバの削りが役に立ったか,0,,,,
8703.464,これ初めてロレチームに勝てるのでは！？,0,,,,
8703.685,かっけええまま,0,,,,
8703.879,もく注意だああ,0,,,,
8704.204,ママつよすぎるw,0,,,,
8704.362,ビッグブレインすぎ,0,,,,
8704.769,キュピさんほんまにいつも,0,,,,
8705.112,きゅぴちゃんの頭でかっ！,0,,,,
8705.212,抜きでね,0,,,,
8705.285,きゅぴち,0,,,,
8705.447,ショットガンこええ,0,,,,
8705.696,一旦頭デカいな,0,,,,
8705.688,成長に感動,0,,,,
8705.671,お前ら最高だよ,0,,,,
8706.35,勝つぞー,0,,,,
8706.576,きゅぴち！,0,,,,
8707.21,ママ！,0,,,,
8707.425,がんばろがんばろ,0,,,,
8707.422,チルチル！,0,,,,
8708.674,落ち着いてがんば！,0,,,,
8708.699,まじである！,0,,,,
8709.317,ドロドロにしよう,0,,,,
8709.578,泥つけれるぞ！,0,,,,
8710.191,全員がまじでつよい！,0,,,,
8710.279,行けるじょ〜,0,,,,
8710.368,いけるで！,0,,,,
8710.435,感性に近づいてる,0,,,,
8711.269,みんなの頭が冴えまくってる,0,,,,
8711.653,チーム最高や！,0,,,,
8711.828,蜻蛉軍団いけー！,0,,,,
8712.836,ぜっったいとるぞ！,0,,,,
8713.411,きゅぴちゃんうますぎ〜！,0,,,,
8713.443,このチームに勝てたらいい経験になる,0,,,,
8713.569,勝てる勝てる頑張れ！,0,,,,
8713.964,水無瀬さん声出るようになっていいね,0,,,,
8714.244,これ決勝だっけ？w,0,,,,
8715.497,いるゆ,0,,,,
8715.721,勝ち越しあるのか・！？,0,,,,
8715.86,Bでがっつり引こう,0,,,,
8715.963,最高や,0,,,,
8716.052,湘北ー！,0,,,,
8717.812,このチム雰囲気いいなほんと,0,,,,
8717.987,勝てくれー,0,,,,
8720.464,勝てるぞ！がんばれ！,0,,,,
8721.46,リコン毎回わすれてるな,0,,,,
8721.769,勝ち切るぞ,0,,,,
8721.787,チームがお昼にめっちゃ勉強したのが分かる,0,,,,
8722.54,ないすないす,0,,,,
8725.089,ラスボス撃破だしわーす,0,,,,
8725.636,勝負しちまった～,0,,,,
8726.088,勝ちたい勝ちたい,0,,,,
8726.685,それあかんな,0,,,,
8727.759,ナイスよ！,0,,,,
8727.961,討伐,0,,,,
8728.483,バケモン討伐や,0,,,,
8729.589,かるびナイス,0,,,,
8729.597,ナイカバだよ,0,,,,
8729.699,またやったな,0,,,,
8730.384,背負ってるな,0,,,,
8730.559,まあラスボスやったから,0,,,,
8730.681,ナイスカバー！,0,,,,
8731.281,ロレがつよいんじゃ,0,,,,
8732.029,かるびよく取った,0,,,,
8734.09,交換できてるからセーフ,0,,,,
8734.122,化け物倒したぞお,0,,,,
8734.727,ナイス過ぎ,0,,,,
8734.762,頑張れ頑張れ,0,,,,
8734.921,いいよかるび〜,0,,,,
8735.092,大丈夫,0,,,,
8735.216,何回やんねんｗｗ,0,,,,
8735.332,癖だね,0,,,,
8735.603,あるある…どまよん,0,,,,
8735.893,ひーろーばい？,0,,,,
8736.734,大丈夫味方を信じて,0,,,,
8737.314,化け物！,0,,,,
8737.348,焦ったねえ,0,,,,
8737.411,まあお互いエーストレードだし,0,,,,
8737.545,ﾃｨﾑを信じろ！,0,,,,
8737.943,バケモン退治だァ！,0,,,,
8737.998,まぢでこれ多いよーー,0,,,,
8738.032,プライドしちゃった,0,,,,
8738.271,化け物やったか,0,,,,
8738.539,ちょい有利まである,0,,,,
8739.719,あかーーん,0,,,,
8739.814,ラスボス殺したのはナイス,0,,,,
8740.299,カバーナイスよ,0,,,,
8741.074,人数イーブンよー,0,,,,
8741.535,チームがいるよ,0,,,,
8741.669,プライドファイト負けちゃった,0,,,,
8741.747,まぁまぁイニシやりや,0,,,,
8742.156,ナイスカバー！,0,,,,
8742.357,カバーでかーい,0,,,,
8742.511,バケモノやったぞ,0,,,,
8742.575,ナイストレードよ,0,,,,
8742.735,がんばれ…！,0,,,,
8742.944,相手が悪いよなぁ,0,,,,
8743.615,かるび良くやったぞ,0,,,,
8743.853,バケモンがまじでバケモン,0,,,,
8744.445,ロレ狩ったら勝ちに近づくね,0,,,,
8744.473,それ当たる癖できてんな,0,,,,
8744.911,バケモン殺すだけでバフになる,0,,,,
8745.71,チームに託そう,0,,,,
8745.758,化け物強いな流石に,0,,,,
8745.742,ふぃじやった！,0,,,,
8745.838,ローレンとスキル無しで撃ち合うの怖いな,0,,,,
8746.082,ナイスカバー！,0,,,,
8746.352,ロレマジでラスボスだ,0,,,,
8749.494,化け物やりナイス,1,8762,,,
8752.695,ローレンの位置背負いすぎだろｗ,1,,,,
8752.987,エビオに気をつけよう,1,,,,
8753.46,多分ヒーローバイしてるからワースかも,1,,,,
8753.51,明日やらなければ大丈夫！,1,,,,
8755.41,大丈夫だよ,1,,,,
8755.6,大丈夫だ チーム強い,1,,,,
8755.925,時間かけると武器とられるよ〜,1,,,,
8755.973,正味ローレンと交換ならアド,1,,,,
8758.061,まあ11交換でアドは取れてる,1,,,,
8760.68,明日までに取り戻せば大丈夫！,1,,,,
8761.112,やｈっはあｗ,1,,,,
8761.177,ないす！？,1,,,,
8761.424,ないすラプちゃん！,1,,,,
8762.378,うええ,1,,,,
8762.417,いけるよ！,1,,,,
8763.797,上手い,1,,,,
8764.586,化け物討伐wモンハンか笑,1,,,,
8764.632,おお〜,1,,,,
8765.4,うま～,1,,,,
8766.102,ラプラスだ！,1,,,,
8767.687,ラプ様えっぐい仕上がってる,1,,,,
8767.792,らぷさま？！,1,,,,
8770.069,いけいけいけ,1,,,,
8770.531,ラプ様やるう,1,,,,
8770.481,ラプ様エイムきれーー,1,,,,
8770.548,ラプ様強すぎ！,1,,,,
8772.121,ラプラス覚醒！,1,,,,
8772.164,決めろ！,1,,,,
8772.556,つんよw,1,,,,
8772.61,つよいよー！,1,,,,
8772.576,ゆっくり,1,,,,
8773.506,ラプ様うま,1,,,,
8774.315,ナイスナイス!,1,,,,
8774.405,うまあ！,1,,,,
8774.961,YMD！？,1,,,,
8775.714,ラプ様今日背中デカすぎないか？,1,,,,
8775.923,いけいけいけー！,1,,,,
8776.183,ラプ様えぐい,1,,,,
8776.357,みんなでがんばれ！,1,,,,
8776.854,まじでラプ様えぐい。,1,,,,
8776.924,ラプラスaimくっそきれいになっててくさ,1,,,,
8777.43,ラプ様強くねw,1,,,,
8778.614,ラプ様やべぇ,1,,,,
8779.593,ボディ近,1,,,,
8780.317,おちついてこ！,1,,,,
8780.32,ゆっくり,1,,,,
8780.392,ラプさん最強！,1,,,,
8780.8,落ち着いて,1,,,,
8781.578,ラプ様火力たか！,1,,,,
8781.921,ラプ様うまくなりすぎでは？,1,,,,
8782.162,これは覚醒魔プラス,1,,,,
8782.268,１ｗｗ,1,,,,
8782.36,ラプ様えぐ,1,,,,
8782.414,時間ないからね,1,,,,
8782.433,刮目せざるをえない,1,,,,
8782.495,らぷぅ～🫶,1,,,,
8782.651,らぷさま！？,1,,,,
8784.278,1や,0,,,,
8784.914,やりきろうやりきろう,0,,,,
8786.176,ラプちゃんつんよ,0,,,,
8786.183,まじでチーム救ってるラプちゃん,0,,,,
8786.285,1,0,,,,
8786.428,マジで１,0,,,,
8786.461,食いしばり,0,8829,,,
8786.669,１ｗ,1,,,,
8788.489,1,1,,,,
8788.443,ミリすぎw,1,,,,
8788.472,1hp,1,,,,
8788.81,1w,1,,,,
8788.89,山王戦って現実にあるんだな,1,,,,
8789.012,背中でっか,1,,,,
8789.418,ガチ1や,1,,,,
8789.548,1すごいな,1,,,,
8789.741,フラグトップのとラプラス様,1,,,,
8790.185,1,1,,,,
8790.256,ラプ様めっちゃチルエイムだ,1,,,,
8790.398,ミリすぎｗ,1,,,,
8790.408,１ｗ,1,,,,
8790.557,1,1,,,,
8790.656,１ｗ,1,,,,
8790.645,1,1,,,,
8791.458,ラプ様まじで最高や,1,,,,
8792.947,瀕死もいいとこ,1,,,,
8793.216,カッコよすぎるよ総帥；,1,,,,
8793.362,いいコール,1,,,,
8793.441,いけー！,1,,,,
8793.531,いける,1,,,,
8793.65,いいコール,1,,,,
8793.682,1HP,1,,,,
8793.681,いいコール,1,,,,
8794.535,のせさん残ってるなら怖いな,1,,,,
8795.761,いいコール！,1,,,,
8795.798,１ｗ,1,,,,
8795.966,いいコール！,1,,,,
8796.073,いけるぞがんばれ！,1,,,,
8796.154,ナイスコール,1,,,,
8798.138,かっけえコールなにそれ,1,,,,
8799.192,落ち着き無さすぎておもろい,1,,,,
8799.563,3人だ,1,,,,
8799.586,まじの1ww,1,,,,
8800.085,いい声がけだ,1,,,,
8803.842,弟がイモータルならラプさんも血の力で,1,,,,
8806.087,おちんつけ,1,,,,
8810.8,かるび？,1,,,,
8812.047,おちんついて～,1,,,,
8813.796,うはぁ,1,,,,
8814.095,.,1,,,,
8814.864,おちんついて,1,,,,
8815.334,互いにスキル当てあってたw,1,,,,
8815.775,うるはさんつっよ,1,,,,
8818.006,えぐいｗｗ,1,,,,
8818.127,かるび止まれんか,1,,,,
8819.2,ぷりぷりして,1,,,,
8819.961,かしこおおいｗ,1,,,,
8820.235,2人であたれって！w,1,,,,
8820.56,kattaa GG,1,,,,
8820.556,どりゃああ,1,,,,
8820.611,ひぇ,1,,,,
8820.849,バラっバラ,1,,,,
8821.718,つっこむんだよねー,1,,,,
8823.202,YMD！YMD！,1,,,,
8823.203,ナイスうう！,1,,,,
8824.227,最後に優勝候補相手にこれはデカい,1,,,,
8825.078,凡人には理解できぬ,1,,,,
8825.149,かるび,1,,,,
8826.414,やったああ！,1,,,,
8826.629,ないすうう!,1,,,,
8827.228,とｔったああ,1,,,,
8827.444,うまあー！,1,,,,
8827.829,やったｔったああ,1,,,,
8827.88,勝った,1,,,,
8828.334,終わってるｗｗ,1,,,,
8832.095,ないすGG！,1,,,,
8833.029,ナイスチーム！,1,,,,
8833.138,勝ったああ,1,,,,
8833.273,勝ったぞ！,1,,,,
8834.777,最高や！,1,,,,
8835.206,ナイス覗き！,1,,,,
8835.364,かったぜー！,1,,,,
8835.964,うああ～,1,,,,
8836.254,勝ったああ,1,,,,
8837.785,ラプ様！,1,,,,
8837.777,まじかああ,1,,,,
8838.078,マジで泣いちゃった,1,,,,
8838.124,かったーー,1,,,,
8838.329,ラプ様ナイスすぎる！,1,,,,
8840.07,かなり危なかったけど勝ちは勝ち！,1,,,,
8840.1,よくやったああ,1,,,,
8840.514,勝った！,1,,,,
8840.601,ラプ様～！,1,,,,
8842.048,勝った!,1,,,,
8842.231,ラプ様！,1,,,,
8842.323,らぷらすキャリーやろ,1,,,,
8843.343,やべぇ,1,,,,
8843.97,ラプ様が道をあけたああ,1,,,,
8844.274,まじですげえよおおあお,1,,,,
8845.567,頑張ったー！,1,,,,
8845.806,すごいや！,1,,,,
8846.199,ラプ様すげぇ！”,1,,,,
8846.525,意地の勝利w,1,,,,
8846.577,これもう優勝やんな！,1,,,,
8847.409,すごーーい！,1,,,,
8847.985,すごい！,1,,,,
8848.415,下剋上ヴァロ！,1,,,,
8848.872,お笑いチームがなんだって？,1,,,,
8849.037,チーム最高や！,1,,,,
8849.071,このチームに勝てたら優勝あるぞ,1,,,,
8849.322,ローレンチーム相手にこれはデカい,1,,,,
8849.374,YMD!,1,,,8854,
8849.927,ぱにぱにｗ,1,,,,
8850.228,なんじゃこれなんじゃこれ〜,1,,,,
8850.351,ナイスナイスナイス,1,,,,
8850.558,泣ける、,1,,,,
8850.715,よーし気持ちよく寝よう,1,,,,
8850.902,ないすうう！,1,,,,
8851.59,かっこよすぎる,1,,,,
8852.859,ナイスゥ～!,1,,,,
8853.438,すごすぎた,1,,,,
8853.617,五番手じゃない！,1,,,,
8853.773,凄すぎ！,1,,,,
8853.787,全勝チームに土つけたぞｗｗ,1,,,,
8855.296,総帥覚醒,1,,,,
8856.005,よくこのメンバーでかてたよ,1,,,,
8856.166,仲が良かったｗ,1,,,,
8856.2,ラプ様の成長えぐない？,1,,,,
8856.533,ラプ様うおお！,1,,,,
8857.878,すごい！,1,,,,
8858.589,ラプ様キャリーかこれ？,1,,,,
8858.643,危なかった,1,,,,
8859.967,ないすーーティム!,1,,,,
8860.421,すげえよ！,1,,,,
8862.065,蜻蛉軍団最強や！,1,,,,
8862.216,最後ひっでえｗｗけど勝ちや！,1,,,,
8862.294,最後はトロール締め良し！,1,,,,
8862.315,がち熱い,1,,,,
8862.48,ないすうう！,1,,,,
8862.697,ラプ様最高！,1,,,,
8862.787,スラムダンクやんマジで,1,,,,
8863.521,最後最高にキッザニアだったなw,1,,,,
8864.304,TBGWIN,1,,,,
8865.746,明日が楽しみすぎる！,1,,,,
8866.229,ライバルもいるｗ,1,,,,
8866.889,嬉しい〜！,1,,,,
8867.317,ほんとすごい,1,,,,
8867.38,反撃の狼煙！,1,,,,
8868.416,相手初の敗北！,1,,,,
8869.091,土つけたのでかい,1,,,,
8869.235,ラプちゃま！,1,,,,
8870.257,今日の一戦目思い出すと泣けちゃう,1,,,,
8870.58,ラプ様天才かよおー！,1,,,,
8870.566,チームすごかった,1,,,,
8871.138,これはさすがにYes My Dark,1,,,,
8871.293,フラッシュもパラも全部味方に当たった,1,,,,
8871.561,皆かっこ良かったよー！,1,,,,
8871.66,ソースね,1,,,,
8871.98,ティムです,1,,,,
8871.979,ナイスチーム！,1,,,,
8872.321,かるびはかるびだった,1,,,,
8872.394,下馬評だけに内ゲバ,1,,,,
8872.355,ラプラスキャリー,1,,,,
8872.445,ラプ様よかったなあ,1,,,,
8872.598,FB7仕事してます,1,,,,
8872.622,かるびは落ち着けば強いからな,1,,,,
8873.34,ちゃまw,1,,,,
8873.368,チームだった！,1,,,,
8873.479,えらすぎる,1,,,,
8874.206,エイムやらかしても勝てると言うことで,1,,,,
8874.209,チームだ,1,,,,
8874.533,チームだから～！,1,,,,
8874.694,ラプ様がんばった,1,,,,
8875.538,これはイエスマイダーク,0,,,,
8875.621,最高や,0,,,,
8875.938,素晴らしいチームだ！,0,,,,
8875.964,ワンチームよ,0,,,,
8876.142,芸術点高かったか,0,,,,
8876.188,そうそう！,0,,,,
8876.334,ラプ様よすぎた,0,,,,
8876.436,相手ひえっひえやぞ！,0,,,,
8876.505,ロレ葛葉ラプラスの並び,0,,,,
8876.612,それでも勝つんだからいいのよ！,0,,,,
8876.641,やったああ,0,,,,
8876.755,道を開けろつええ,0,,,,
8877.958,葛葉のエイムが悪くても勝てるのが大事！,0,,,,
8879.372,YMD！,0,,,,
8879.401,うれしいねーー！,0,,,,
8879.34,ほんとにすごい,0,,,,
8879.783,ママ…w,0,,,,
8880.334,でもみんながいるって！チームで勝った！,0,,,,
8880.637,おちんついて,0,,,,
8880.74,みんないいじゃんいいじゃん,0,,,,
8881.083,この試合最高や,0,,,,
8881.208,ラプちゃま〜,0,,,,
8882.103,かっこよー！,0,,,,
8882.345,勝ったー！,0,,,,
8883.128,ラプ様キッザニア卒業か,0,,,,
8883.995,チーム強い( ¨̮ ),0,,,,
8884.493,これはあまりにもでかい成功体験,0,,,,
8885.075,とんぼるこるちる！,0,,,,
8885.153,嬉しいね,0,,,,
8885.371,言葉強ww,0,,,,
8885.552,ラプ様かわいい,0,,,,
8886.043,うれしいーー！,0,,,,
8886.991,ナイスティム,0,,,,
8887.256,ナイスチーム！,0,,,,
8887.399,まじ感動したぞ,0,,,,
8887.513,ここに勝てんのデカすぎる笑！,0,,,,
8887.615,お互いのスキル当て合うのずっと笑えるww,0,,,,
8887.634,チームすげえよ！,0,,,,
8887.695,すごかった…！,0,,,,
8888.116,めっちゃ嬉しい,0,,,,
8888.382,ナイスチームなんよ！,0,,,,
8888.415,おめでとうｗ,0,,,,
8888.784,優勝優勝,0,,,,
8889.418,最高！,0,,,,
8889.456,みんなつええ！,0,,,,
8889.583,泥塗りたくってるわ,0,,,,
8890.026,優勝だああ,0,,,,
8891.455,優勝！,0,,,,
8891.461,ラプ様すげえよ！,0,,,,
8891.993,かわいいかわいいよ〜,0,,,,
8892.227,コーチマジでありがとう,0,,,,
8892.614,ラプ様の喜びかたまじでかわいいよーーww,0,,,,
8893.286,チーム最強だ,0,,,,
8893.483,いけんぞ！,0,,,,
8893.914,刮目せよ,0,,,,
8893.879,なける,0,,,,
8894.076,ラプっちゃま,0,,,,
8894.163,気持ちいいぃぃ,0,,,,
8894.95,まじで泣ける,0,,,,
8895.305,明日が楽しみすぎるな…,0,,,,
8895.494,嬉しすぎるー！,0,,,,
8895.81,泣ける,0,,,,
8895.926,泣きそうだ,0,,,,
8895.915,アセントもっかいやりたいなw,0,,,,
8896.022,優勝だああ,0,,,,
8896.025,デュエでＩＧＬはすげーよ,0,,,,
8896.427,優勝勝ちとりにいこう！,0,,,,
8896.44,ティームだったよ！,0,,,,
8896.52,最高の成功体験やんけ,0,,,,
8896.497,優勝だーw,0,,,,
8896.552,本番？w,0,,,,
8897.078,優勝候補に勝っちゃった,0,,,,
8897.622,いいぞ！みんなすごい！,0,,,,
8898.058,いや優勝だろこれもう,0,,,,
8898.103,明日楽しみすぎるな,0,,,,
8898.259,すげーよ！,0,,,,
8898.35,ナイスチーム！,0,,,,
8898.59,二次会する？,0,,,,
8898.806,もういいよこれ優勝で悔いないわ,0,,,,
8898.867,優勝候補に泥つけたで！,0,,,,
8899.463,優勝だああ,0,,,,
8899.532,すげ,0,,,,
8899.565,ラプ様キッザニア卒業マ？,0,,,,
8899.722,結果としてちゃんと出てるんだから、みんな弱くなんか無いよ！めっちゃ強いよ！,0,,,,
8899.773,優勝おめでとう,0,,,,
8899.862,明日がんば！,0,,,,
8899.86,葛葉もすごい神コールだった,0,,,,
8900.044,らぷちゃまの上昇値がすごい,0,,,,
8900.213,この成功体験えぐい,0,,,,
8900.216,もう優勝でええやん,0,,,,
8900.302,チーム最強や！,0,,,,
8900.414,最高だったわ！,0,,,,
8900.421,明日につながる試合だったね！,0,,,,
8900.539,優勝だ！優勝だ！,0,,,,
8900.57,やったー！,0,,,,
8900.72,本番もこのまま行ける!,0,,,,
8901.234,泣いちゃうって,0,,,,
8901.54,みんな天才,0,,,,
8901.723,見てるだけなのに嬉しいよ,0,,,,
8902.107,コーチの差,0,,,,
8902.377,コーチもめちゃくちゃ嬉しそうだああ,0,,,,
8902.453,葛葉コール最高すぎ,0,,,,
8902.505,めちゃめちゃ嬉しい！,0,,,8918,
8903.753,エイム終わってる状態でこれって強すぎぃ,1,,,,
8904.008,やってやったなあ！,1,,,,
8904.994,最高うう,1,,,,
8905.365,最強だ,1,,,,
8905.95,練習の賜物よ！,1,,,,
8906.13,ナイスチーム！,1,,,,
8906.226,全勝チムに勝ったぞ,1,,,,
8907.418,嬉しいねぇ！,1,,,,
8907.837,もう終わる感じなんおもろい,1,,,,
8908.281,ついにチーム出来上がった！,1,,,,
8908.274,まだ終わりじゃないっす笑,1,,,,
8908.68,優勝だああ,1,,,,
8908.868,実質優勝だよ,1,,,,
8910.055,トン兄もすごい,1,,,,
8910.111,マジでナイス！,1,,,,
8910.68,いい夢見れたわ,1,,,,
8911.186,NICE TEAM FR ,1,,,,
8911.166,みんなマジで強い 本番も優勝や,1,,,,
8911.418,決勝こうなればなー,1,,,,
8912.395,これスーパー自信や,1,,,,
8912.403,ロレに勝った,1,,,,
8913.113,すまん、泣く,1,,,,
8913.449,優勝だああ！,1,,,,
8913.477,優勝だよおお！,1,,,,
8913.591,今から二次会やるかｗｗ,1,,,,
8914.329,初見本当に強いんよ,1,,,,
8914.369,まてまて,1,,,,
8914.409,めーちゃくちゃいいスクリム最終日やん！,1,,,,
8914.437,優勝おめ！,1,,,,
8914.9,もう満足や,1,,,,
8915.091,さあ優勝インタビューいくか,1,,,,
8915.128,いい大会だった,1,,,,
8915.302,もう終わりの雰囲気,1,,,,
8915.404,これは刮モク,1,,,,
8915.49,解散ｗｗ,1,,,,
8915.692,昼練効いてるよ！,1,,,,
8915.732,優勝だよ！,1,,,,
8915.753,実質優勝,1,,,,
8915.768,もう二次会する？,1,,,,
8916.262,初敗北凄くね？,1,,,,
8916.361,優勝です,1,,,,
8916.424,ということで優勝おめでとう,1,,,,
8916.571,くっそ良い試合見せてくれてありがとう　優勝や！,1,,,,
8916.641,終わりたがるのよね,1,,,,
8916.704,マジで筋肉だった,1,,,,
8916.755,ナイスティム！,1,,,,
8916.826,二次会かぁ,1,,,,
8917.553,今日で終わりｗ,1,,,,
8918.061,優勝,1,,,,
8918.212,まじで優勝みえた,1,,,,
8918.529,もう大会終わった？,1,,,,
8918.612,優勝だ…！,1,,,,
8918.93,えっ優勝したんだよね？,1,,,,
8918.993,ツッコミおらんって,1,,,,
8919.022,終わろうとしてない？ｗ,1,,,,
8919.438,明日は二次会か,1,,,,
8919.765,2次会か,1,,,,
8920.196,おいおいｗ,1,,,,
8920.415,おいこらｗ,1,,,,
8921.109,一旦おめでとう,1,,,,
8921.362,まだ早い早いw,1,,,,
8922.271,解散早いってｗ,1,,,,
8922.302,あ、あれ？ｗｗ,1,,,,
8922.602,いやーーいい雰囲気や…最高や！,1,,,,
8923.197,二次会するか,1,,,,
8923.272,優勝だああ！,1,,,,
8924.113,二次会？w,1,,,,
8924.658,終わった？ｗ,1,,,,
8924.913,優勝したか,1,,,,
8925.39,あれ、おわり,1,,,,
8925.874,二次会かぁ,1,,,,
8925.933,二次会かあ,1,,,,
8926.071,2次会いこう,1,,,,
8926.151,おわっちやった…,1,,,,
8926.195,コーチノリノリで草,1,,,,
8926.417,優勝か,1,,,,
8927.175,優勝できてよかったな,1,,,,
8928.01,おわりかこれ,1,,,,
8928.428,本番優勝してる姿見えました,1,,,,
8929.451,優勝したね,1,,,,
8929.603,記憶がない,1,,,,
8930.039,あーいいか,1,,,,
8930.293,葛葉さんもデュエにIGLにコールにナイスだ〜,1,,,,
8931.718,無敗は許さん！,1,,,,
8931.716,実質全勝よ,1,,,,
8931.966,そのくだり何回やるんだw,1,,,,
8932.14,二次会楽しみ！,1,,,,
8932.191,え？終わり？w,1,,,,
8932.64,おえもりいっぞ！,1,,,,
8933.724,優勝だったわ,1,,,,
8934.409,終わったか,1,,,,
8934.598,地獄のn次会です,1,,,,
8936.73,明日が二次会かw,1,,,,
8937.184,歯茎しまって本番頑張れ！,1,,,,
8937.334,祝勝会するかー,1,,,,
8937.543,そうだねｗ,1,,,8962,
8937.675,これじゃ優勝だ,1,,,,
8938.319,コードネームいくか,1,,,,
8938.401,優勝おめ,1,,,,
8938.553,優勝した気分よな,1,,,,
8938.625,葛葉は居残りこの後エイム練習よ,1,,,,
8938.974,最協最協！,1,,,,
8939.165,うっかりｗ,1,,,,
